Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:06 EST
"Nutrient data for: 42303, Cheese, muenster, low fat"
Nutrient,Unit,1Value per 100 g,"1 cup, shredded = 113.0g","1 cubic inch = 18.0g","1 slice = 28.0g",
Proximates
"Water",g,50.50,57.06,9.09,14.14
"Energy",kcal,271,306,49,76
"Protein",g,24.70,27.91,4.45,6.92
"Total lipid (fat)",g,17.60,19.89,3.17,4.93
"Carbohydrate, by difference",g,3.50,3.96,0.63,0.98
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
"Sugars, total",g,3.50,3.96,0.63,0.98
Minerals
"Calcium, Ca",mg,529,598,95,148
"Iron, Fe",mg,0.41,0.46,0.07,0.11
"Magnesium, Mg",mg,27,31,5,8
"Phosphorus, P",mg,468,529,84,131
"Potassium, K",mg,134,151,24,38
"Sodium, Na",mg,600,678,108,168
"Zinc, Zn",mg,2.81,3.18,0.51,0.79
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.010,0.011,0.002,0.003
"Riboflavin",mg,0.360,0.407,0.065,0.101
"Niacin",mg,0.100,0.113,0.018,0.028
"Vitamin B-6",mg,0.060,0.068,0.011,0.017
"Folate, DFE",µg,12,14,2,3
"Vitamin B-12",µg,1.47,1.66,0.26,0.41
"Vitamin A, RAE",µg,175,198,32,49
"Vitamin A, IU",IU,593,670,107,166
"Vitamin E (alpha-tocopherol)",mg,0.15,0.17,0.03,0.04
"Vitamin D (D2 + D3)",µg,0.3,0.3,0.1,0.1
"Vitamin D",IU,13,15,2,4
"Vitamin K (phylloquinone)",µg,1.5,1.7,0.3,0.4
Lipids
"Fatty acids, total saturated",g,10.950,12.373,1.971,3.066
"Fatty acids, total monounsaturated",g,5.090,5.752,0.916,1.425
"Fatty acids, total polyunsaturated",g,0.650,0.735,0.117,0.182
"Cholesterol",mg,63,71,11,18
Amino Acids
Other
"Caffeine",mg,0,0,0,0
