Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:26 EST
"Nutrient data for: 36606, CRACKER BARREL, farm raised catfish platter"
Nutrient,Unit,1Value per 100 g,"1 serving = 178.0g","1 piece = 124.0g",
Proximates
"Water",g,52.32,93.13,64.88
"Energy",kcal,266,473,330
"Protein",g,22.94,40.83,28.45
"Total lipid (fat)",g,17.05,30.35,21.14
"Carbohydrate, by difference",g,5.31,9.45,6.58
"Fiber, total dietary",g,1.6,2.8,2.0
Minerals
"Calcium, Ca",mg,43,77,53
"Iron, Fe",mg,0.71,1.26,0.88
"Magnesium, Mg",mg,34,61,42
"Phosphorus, P",mg,470,837,583
"Potassium, K",mg,434,773,538
"Sodium, Na",mg,414,737,513
"Zinc, Zn",mg,0.94,1.67,1.17
Vitamins
"Thiamin",mg,0.112,0.199,0.139
"Riboflavin",mg,0.090,0.160,0.112
"Niacin",mg,3.060,5.447,3.794
"Vitamin B-6",mg,0.182,0.324,0.226
"Vitamin B-12",µg,3.10,5.52,3.84
"Vitamin A, RAE",µg,0,0,0
"Vitamin A, IU",IU,0,0,0
"Vitamin K (phylloquinone)",µg,24.7,44.0,30.6
Lipids
"Fatty acids, total saturated",g,3.249,5.783,4.029
"Fatty acids, total monounsaturated",g,4.577,8.147,5.675
"Fatty acids, total polyunsaturated",g,7.612,13.549,9.439
"Fatty acids, total trans",g,0.193,0.344,0.239
"Cholesterol",mg,67,119,83
Amino Acids
Other
