Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 13:43 EST
"Nutrient data for: 10094, Pork, fresh, loin, center loin (chops), boneless, separable lean only, raw"
Nutrient,Unit,1Value per 100 g,"4.0 oz = 114.0g","1 chop = 170.0g",
Proximates
"Water",g,72.38,82.51,123.05
"Energy",kcal,123,140,209
"Protein",g,23.75,27.07,40.38
"Total lipid (fat)",g,3.09,3.52,5.25
"Carbohydrate, by difference",g,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,6,7,10
"Iron, Fe",mg,0.48,0.55,0.82
"Magnesium, Mg",mg,26,30,44
"Phosphorus, P",mg,221,252,376
"Potassium, K",mg,386,440,656
"Sodium, Na",mg,87,99,148
"Zinc, Zn",mg,1.42,1.62,2.41
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0
"Thiamin",mg,0.690,0.787,1.173
"Riboflavin",mg,0.203,0.231,0.345
"Niacin",mg,8.210,9.359,13.957
"Vitamin B-6",mg,0.363,0.414,0.617
"Folate, DFE",µg,0,0,0
"Vitamin B-12",µg,0.41,0.47,0.70
"Vitamin A, RAE",µg,1,1,2
"Vitamin A, IU",IU,4,5,7
"Vitamin E (alpha-tocopherol)",mg,0.18,0.21,0.31
"Vitamin D (D2 + D3)",µg,0.6,0.7,1.0
"Vitamin D",IU,23,26,39
"Vitamin K (phylloquinone)",µg,0.0,0.0,0.0
Lipids
"Fatty acids, total saturated",g,0.801,0.913,1.362
"Fatty acids, total monounsaturated",g,0.958,1.092,1.629
"Fatty acids, total polyunsaturated",g,0.287,0.327,0.488
"Fatty acids, total trans",g,0.008,0.009,0.014
"Cholesterol",mg,56,64,95
Amino Acids
Other
"Caffeine",mg,0,0,0
