Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 13:50 EST
"Nutrient data for: 10121, Pork, fresh, variety meats and by-products, tongue, raw"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.35g","4.0 oz = 113.0g",
Proximates
"Water",g,65.90,18.68,74.47
"Energy",kcal,225,64,254
"Protein",g,16.30,4.62,18.42
"Total lipid (fat)",g,17.20,4.88,19.44
"Carbohydrate, by difference",g,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,16,5,18
"Iron, Fe",mg,3.35,0.95,3.79
"Magnesium, Mg",mg,18,5,20
"Phosphorus, P",mg,193,55,218
"Potassium, K",mg,243,69,275
"Sodium, Na",mg,110,31,124
"Zinc, Zn",mg,3.01,0.85,3.40
Vitamins
"Vitamin C, total ascorbic acid",mg,4.4,1.2,5.0
"Thiamin",mg,0.490,0.139,0.554
"Riboflavin",mg,0.485,0.137,0.548
"Niacin",mg,5.300,1.503,5.989
"Vitamin B-6",mg,0.240,0.068,0.271
"Folate, DFE",µg,4,1,5
"Vitamin B-12",µg,2.84,0.81,3.21
"Vitamin A, RAE",µg,0,0,0
"Vitamin A, IU",IU,0,0,0
"Vitamin E (alpha-tocopherol)",mg,0.29,0.08,0.33
Lipids
"Fatty acids, total saturated",g,5.960,1.690,6.735
"Fatty acids, total monounsaturated",g,8.130,2.305,9.187
"Fatty acids, total polyunsaturated",g,1.780,0.505,2.011
"Cholesterol",mg,101,29,114
Amino Acids
Other
"Caffeine",mg,0,0,0
