Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:38 EST
"Nutrient data for: 05190, Turkey, all classes, back, meat and skin, cooked, roasted"
Nutrient,Unit,1Value per 100 g,"1 cup, chopped or diced = 140.0g","0.5 back, bone removed = 262.0g","1 unit (yield from 1 lb ready-to-cook turkey) = 34.0g",
Proximates
"Water",g,57.94,81.12,151.80,19.70
"Energy",kcal,244,342,639,83
"Protein",g,26.59,37.23,69.67,9.04
"Total lipid (fat)",g,14.38,20.13,37.68,4.89
"Carbohydrate, by difference",g,0.16,0.22,0.42,0.05
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,33,46,86,11
"Iron, Fe",mg,2.19,3.07,5.74,0.74
"Magnesium, Mg",mg,22,31,58,7
"Phosphorus, P",mg,189,265,495,64
"Potassium, K",mg,260,364,681,88
"Sodium, Na",mg,73,102,191,25
"Zinc, Zn",mg,3.92,5.49,10.27,1.33
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.054,0.076,0.141,0.018
"Riboflavin",mg,0.224,0.314,0.587,0.076
"Niacin",mg,3.446,4.824,9.029,1.172
"Vitamin B-6",mg,0.300,0.420,0.786,0.102
"Folate, DFE",µg,8,11,21,3
"Vitamin B-12",µg,0.34,0.48,0.89,0.12
"Vitamin A, RAE",µg,0,0,0,0
"Vitamin A, IU",IU,0,0,0,0
"Vitamin E (alpha-tocopherol)",mg,0.59,0.83,1.55,0.20
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0
"Vitamin D",IU,1,1,3,0
"Vitamin K (phylloquinone)",µg,4.5,6.3,11.8,1.5
Lipids
"Fatty acids, total saturated",g,4.180,5.852,10.952,1.421
"Fatty acids, total monounsaturated",g,5.000,7.000,13.100,1.700
"Fatty acids, total polyunsaturated",g,3.700,5.180,9.694,1.258
"Cholesterol",mg,91,127,238,31
Amino Acids
Other
"Caffeine",mg,0,0,0,0
