Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:37 EST
"Nutrient data for: 05151, Guinea hen, meat and skin, raw"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","1 unit (yield from 1 lb ready-to-cook guinea) = 359.0g","0.5 guinea = 345.0g",
Proximates
"Water",g,68.90,58.57,247.35,237.71
"Energy",kcal,158,134,567,545
"Protein",g,23.40,19.89,84.01,80.73
"Total lipid (fat)",g,6.45,5.48,23.16,22.25
"Carbohydrate, by difference",g,0.00,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
Minerals
"Calcium, Ca",mg,11,9,39,38
"Iron, Fe",mg,0.84,0.71,3.02,2.90
"Magnesium, Mg",mg,22,19,79,76
"Phosphorus, P",mg,153,130,549,528
"Potassium, K",mg,193,164,693,666
"Sodium, Na",mg,67,57,241,231
"Zinc, Zn",mg,1.13,0.96,4.06,3.90
Vitamins
"Vitamin C, total ascorbic acid",mg,1.3,1.1,4.7,4.5
"Thiamin",mg,0.059,0.050,0.212,0.204
"Riboflavin",mg,0.102,0.087,0.366,0.352
"Niacin",mg,7.667,6.517,27.525,26.451
"Vitamin B-6",mg,0.380,0.323,1.364,1.311
"Folate, DFE",µg,5,4,18,17
"Vitamin B-12",µg,0.34,0.29,1.22,1.17
"Vitamin A, RAE",µg,28,24,101,97
"Vitamin A, IU",IU,92,78,330,317
Lipids
"Fatty acids, total saturated",g,1.770,1.504,6.354,6.106
"Fatty acids, total monounsaturated",g,2.430,2.066,8.724,8.383
"Fatty acids, total polyunsaturated",g,1.410,1.198,5.062,4.864
"Cholesterol",mg,74,63,266,255
Amino Acids
Other
