Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:38 EST
"Nutrient data for: 05653, Ostrich, round, raw"
Nutrient,Unit,1Value per 100 g,"1 serving (cooked from 4 oz raw) = 85.0g","1 oz = 28.35g","1 lb = 453.0g",
Proximates
"Water",g,75.68,64.33,21.46,342.83
"Energy",kcal,116,99,33,525
"Protein",g,21.99,18.69,6.23,99.61
"Total lipid (fat)",g,2.40,2.04,0.68,10.87
"Carbohydrate, by difference",g,0.00,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,5,4,1,23
"Iron, Fe",mg,3.54,3.01,1.00,16.04
"Magnesium, Mg",mg,22,19,6,100
"Phosphorus, P",mg,216,184,61,978
"Potassium, K",mg,315,268,89,1427
"Sodium, Na",mg,72,61,20,326
"Zinc, Zn",mg,3.80,3.23,1.08,17.21
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.198,0.168,0.056,0.897
"Riboflavin",mg,0.290,0.246,0.082,1.314
"Niacin",mg,4.761,4.047,1.350,21.567
"Vitamin B-6",mg,0.517,0.439,0.147,2.342
"Folate, DFE",µg,8,7,2,36
"Vitamin B-12",µg,5.01,4.26,1.42,22.70
"Vitamin A, RAE",µg,0,0,0,0
"Vitamin A, IU",IU,0,0,0,0
"Vitamin E (alpha-tocopherol)",mg,0.20,0.17,0.06,0.91
Lipids
"Fatty acids, total saturated",g,0.810,0.689,0.230,3.669
"Fatty acids, total monounsaturated",g,0.850,0.723,0.241,3.851
"Fatty acids, total polyunsaturated",g,0.520,0.442,0.147,2.356
"Cholesterol",mg,71,60,20,322
Amino Acids
Other
"Caffeine",mg,0,0,0,0
