Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 03:13 EST
"Nutrient data for: 09429, Pineapple, raw, traditional varieties"
Nutrient,Unit,1Value per 100 g,"1 cup, chunks = 165.0g","1 slice (4-2/3"" dia x 3/4"" thick) = 175.0g","1 fruit = 1002.0g","1 NLEA serving = 112.0g",
Proximates
"Water",g,87.24,143.95,152.67,874.14,97.71
"Energy",kcal,45,74,79,451,50
"Protein",g,0.55,0.91,0.96,5.51,0.62
"Total lipid (fat)",g,0.13,0.21,0.23,1.30,0.15
"Carbohydrate, by difference",g,11.82,19.50,20.68,118.44,13.24
"Sugars, total",g,8.29,13.68,14.51,83.07,9.28
Minerals
"Calcium, Ca",mg,13,21,23,130,15
"Iron, Fe",mg,0.25,0.41,0.44,2.50,0.28
"Magnesium, Mg",mg,12,20,21,120,13
"Phosphorus, P",mg,9,15,16,90,10
"Potassium, K",mg,125,206,219,1252,140
"Sodium, Na",mg,1,2,2,10,1
"Zinc, Zn",mg,0.08,0.13,0.14,0.80,0.09
Vitamins
"Vitamin C, total ascorbic acid",mg,16.9,27.9,29.6,169.3,18.9
"Thiamin",mg,0.078,0.129,0.137,0.782,0.087
"Riboflavin",mg,0.029,0.048,0.051,0.291,0.032
"Niacin",mg,0.470,0.775,0.823,4.709,0.526
"Vitamin B-6",mg,0.106,0.175,0.185,1.062,0.119
"Vitamin A, RAE",µg,3,5,5,30,3
"Vitamin A, IU",IU,52,86,91,521,58
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.7,1.2,1.2,7.0,0.8
Lipids
"Fatty acids, total trans",g,0.000,0.000,0.000,0.000,0.000
Amino Acids
Other
Footnotes
(a)"Values based on Champaka and Smoothe Cayenne varieties."
