Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 03:09 EST
"Nutrient data for: 09128, Grapefruit juice, white, raw"
Nutrient,Unit,1Value per 100 g,"1 cup = 247.0g","1 fl oz = 30.9g","1 fruit yields = 196.0g",
Proximates
"Water",g,90.00,222.30,27.81,176.40
"Energy",kcal,39,96,12,76
"Protein",g,0.50,1.24,0.15,0.98
"Total lipid (fat)",g,0.10,0.25,0.03,0.20
"Carbohydrate, by difference",g,9.20,22.72,2.84,18.03
"Fiber, total dietary",g,0.1,0.2,0.0,0.2
"Sugars, total",g,9.10,22.48,2.81,17.84
Minerals
"Calcium, Ca",mg,9,22,3,18
"Iron, Fe",mg,0.20,0.49,0.06,0.39
"Magnesium, Mg",mg,12,30,4,24
"Phosphorus, P",mg,15,37,5,29
"Potassium, K",mg,162,400,50,318
"Sodium, Na",mg,1,2,0,2
"Zinc, Zn",mg,0.05,0.12,0.02,0.10
Vitamins
"Vitamin C, total ascorbic acid",mg,38.0,93.9,11.7,74.5
"Thiamin",mg,0.040,0.099,0.012,0.078
"Riboflavin",mg,0.020,0.049,0.006,0.039
"Niacin",mg,0.200,0.494,0.062,0.392
"Vitamin B-6",mg,0.044,0.109,0.014,0.086
"Folate, DFE",µg,10,25,3,20
"Vitamin B-12",µg,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,1,2,0,2
"Vitamin A, IU",IU,10,25,3,20
"Vitamin E (alpha-tocopherol)",mg,0.22,0.54,0.07,0.43
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.0,0.0,0.0,0.0
Lipids
"Fatty acids, total saturated",g,0.014,0.035,0.004,0.027
"Fatty acids, total monounsaturated",g,0.013,0.032,0.004,0.025
"Fatty acids, total polyunsaturated",g,0.024,0.059,0.007,0.047
"Fatty acids, total trans",g,0.000,0.000,0.000,0.000
"Cholesterol",mg,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0
