Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 14:03 EST
"Nutrient data for: 17394, Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean only, cooked, slow roasted"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g",
Proximates
"Water",g,64.22,54.59
"Energy",kcal,199,169
"Protein",g,25.14,21.37
"Total lipid (fat)",g,10.91,9.27
"Carbohydrate, by difference",g,0.00,0.00
"Fiber, total dietary",g,0.0,0.0
"Sugars, total",g,0.00,0.00
Minerals
"Calcium, Ca",mg,7,6
"Iron, Fe",mg,1.38,1.17
"Magnesium, Mg",mg,23,20
"Phosphorus, P",mg,197,167
"Potassium, K",mg,337,286
"Sodium, Na",mg,65,55
"Zinc, Zn",mg,5.00,4.25
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Thiamin",mg,0.116,0.099
"Riboflavin",mg,0.188,0.160
"Niacin",mg,4.279,3.637
"Vitamin B-6",mg,0.118,0.100
"Vitamin B-12",µg,2.27,1.93
"Vitamin A, RAE",µg,6,5
"Vitamin A, IU",IU,19,16
"Vitamin E (alpha-tocopherol)",mg,0.34,0.29
"Vitamin D (D2 + D3)",µg,0.1,0.1
"Vitamin D",IU,2,2
Lipids
"Fatty acids, total saturated",g,3.262,2.773
"Fatty acids, total monounsaturated",g,2.324,1.975
"Fatty acids, total polyunsaturated",g,0.503,0.428
"Fatty acids, total trans",g,0.257,0.218
"Cholesterol",mg,79,67
Amino Acids
Other
"Caffeine",mg,0,0
