Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:39 EST
"Nutrient data for: 28051, KEEBLER, Cheese on Wheat Sandwich Crackers"
Nutrient,Unit,1Value per 100 g,"1 package = 39.0g",
Proximates
"Water",g,2.70,1.05
"Energy",kcal,499,195
"Protein",g,8.40,3.28
"Total lipid (fat)",g,25.40,9.91
"Carbohydrate, by difference",g,59.80,23.32
"Fiber, total dietary",g,1.8,0.7
"Sugars, total",g,14.20,5.54
Minerals
"Calcium, Ca",mg,151,59
"Iron, Fe",mg,3.00,1.17
"Magnesium, Mg",mg,10,4
"Phosphorus, P",mg,195,76
"Potassium, K",mg,301,117
"Sodium, Na",mg,790,308
Vitamins
"Thiamin",mg,0.390,0.152
"Riboflavin",mg,0.250,0.098
"Niacin",mg,3.500,1.365
Lipids
"Fatty acids, total saturated",g,6.300,2.457
"Fatty acids, total monounsaturated",g,5.300,2.067
"Fatty acids, total polyunsaturated",g,11.900,4.641
"Fatty acids, total trans",g,0.660,0.257
"Cholesterol",mg,4,2
Amino Acids
Other
