Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:40 EST
"Nutrient data for: 28103, KEEBLER, GRIPZ, CHIPS DELUXE, Rainbow Chocolate Chip Cookies, bite-size"
Nutrient,Unit,1Value per 100 g,"1 pouch = 25.0g",
Proximates
"Water",g,2.70,0.68
"Energy",kcal,470,118
"Protein",g,4.70,1.18
"Total lipid (fat)",g,17.70,4.42
"Carbohydrate, by difference",g,74.30,18.57
"Fiber, total dietary",g,1.8,0.5
"Sugars, total",g,33.50,8.38
Minerals
"Iron, Fe",mg,3.10,0.78
"Magnesium, Mg",mg,23,6
"Phosphorus, P",mg,63,16
"Potassium, K",mg,108,27
"Sodium, Na",mg,383,96
"Zinc, Zn",mg,0.60,0.15
Vitamins
"Thiamin",mg,0.360,0.090
"Riboflavin",mg,0.220,0.055
"Niacin",mg,2.900,0.725
"Vitamin B-6",mg,0.020,0.005
Lipids
"Fatty acids, total saturated",g,7.100,1.775
"Fatty acids, total monounsaturated",g,4.000,1.000
"Fatty acids, total polyunsaturated",g,5.500,1.375
"Fatty acids, total trans",g,0.200,0.050
"Cholesterol",mg,0,0
Amino Acids
Other
