Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:41 EST
"Nutrient data for: 18567, KRAFT, STOVE TOP Stuffing Mix Chicken Flavor"
Nutrient,Unit,1Value per 100 g,"1 NLEA serving (makes 1/2 cup prepared) = 28.0g",
Proximates
"Water",g,5.30,1.48
"Energy",kcal,381,107
"Protein",g,12.60,3.53
"Total lipid (fat)",g,4.10,1.15
"Carbohydrate, by difference",g,73.10,20.47
"Fiber, total dietary",g,2.5,0.7
"Sugars, total",g,10.10,2.83
Minerals
"Calcium, Ca",mg,63,18
"Iron, Fe",mg,4.32,1.21
"Phosphorus, P",mg,129,36
"Potassium, K",mg,267,75
"Sodium, Na",mg,1532,429
Vitamins
"Vitamin C, total ascorbic acid",mg,3.3,0.9
"Thiamin",mg,0.390,0.109
"Riboflavin",mg,0.290,0.081
"Niacin",mg,3.840,1.075
"Vitamin A, IU",IU,107,30
Lipids
"Fatty acids, total saturated",g,0.800,0.224
"Cholesterol",mg,4,1
Amino Acids
Other
Footnotes
(a)"1/6 box (makes 1/2 cup prepared)"
