Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:38 EST
"Nutrient data for: 28043, KEEBLER, ANIMALS, Cookies"
Nutrient,Unit,1Value per 100 g,"1 package 1 serving = 40.0g",
Proximates
"Water",g,2.80,1.12
"Energy",kcal,450,180
"Protein",g,5.60,2.24
"Total lipid (fat)",g,14.20,5.68
"Carbohydrate, by difference",g,75.30,30.12
"Fiber, total dietary",g,1.4,0.6
"Sugars, total",g,25.40,10.16
Minerals
"Calcium, Ca",mg,375,150
"Iron, Fe",mg,3.30,1.32
"Magnesium, Mg",mg,13,5
"Phosphorus, P",mg,92,37
"Potassium, K",mg,74,30
"Sodium, Na",mg,468,187
"Zinc, Zn",mg,0.40,0.16
Vitamins
"Thiamin",mg,0.420,0.168
"Riboflavin",mg,0.260,0.104
"Niacin",mg,3.300,1.320
"Vitamin B-6",mg,0.020,0.008
"Vitamin A, RAE",µg,0,0
Lipids
"Fatty acids, total saturated",g,4.500,1.800
"Fatty acids, total monounsaturated",g,3.200,1.280
"Fatty acids, total polyunsaturated",g,5.300,2.120
"Fatty acids, total trans",g,0.200,0.080
"Cholesterol",mg,0,0
Amino Acids
Other
