Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:30 EST
"Nutrient data for: 18044, Bread, pumpernickel"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.35g","1 slice, regular = 26.0g","1 slice, snack-size = 7.0g","1 slice, thin = 20.0g","1 slice (5"" x 4"" x 3/8"") = 32.0g",
Proximates
"Water",g,37.90,10.74,9.85,2.65,7.58,12.13
"Energy",kcal,250,71,65,18,50,80
"Protein",g,8.70,2.47,2.26,0.61,1.74,2.78
"Total lipid (fat)",g,3.10,0.88,0.81,0.22,0.62,0.99
"Carbohydrate, by difference",g,47.50,13.47,12.35,3.33,9.50,15.20
"Fiber, total dietary",g,6.5,1.8,1.7,0.5,1.3,2.1
"Sugars, total",g,0.53,0.15,0.14,0.04,0.11,0.17
Minerals
"Calcium, Ca",mg,68,19,18,5,14,22
"Iron, Fe",mg,2.87,0.81,0.75,0.20,0.57,0.92
"Magnesium, Mg",mg,54,15,14,4,11,17
"Phosphorus, P",mg,178,50,46,12,36,57
"Potassium, K",mg,208,59,54,15,42,67
"Sodium, Na",mg,596,169,155,42,119,191
"Zinc, Zn",mg,1.48,0.42,0.38,0.10,0.30,0.47
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0,0.0,0.0
"Thiamin",mg,0.327,0.093,0.085,0.023,0.065,0.105
"Riboflavin",mg,0.305,0.086,0.079,0.021,0.061,0.098
"Niacin",mg,3.091,0.876,0.804,0.216,0.618,0.989
"Vitamin B-6",mg,0.126,0.036,0.033,0.009,0.025,0.040
"Folate, DFE",µg,134,38,35,9,27,43
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,0,0,0,0,0,0
"Vitamin A, IU",IU,0,0,0,0,0,0
"Vitamin E (alpha-tocopherol)",mg,0.42,0.12,0.11,0.03,0.08,0.13
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.8,0.2,0.2,0.1,0.2,0.3
Lipids
"Fatty acids, total saturated",g,0.437,0.124,0.114,0.031,0.087,0.140
"Fatty acids, total monounsaturated",g,0.932,0.264,0.242,0.065,0.186,0.298
"Fatty acids, total polyunsaturated",g,1.237,0.351,0.322,0.087,0.247,0.396
"Cholesterol",mg,0,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0
