Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:29 EST
"Nutrient data for: 18007, Bagels, oat bran"
Nutrient,Unit,1Value per 100 g,"1 mini bagel (2-1/2"" dia) = 26.0g","1 small bagel (3"" dia) = 69.0g","1 medium bagel (3-1/2"" to 4"" dia) = 105.0g","1 large bagel (4-1/2"" dia) = 131.0g","1 oz = 28.35g",
Proximates
"Water",g,32.90,8.55,22.70,34.55,43.10,9.33
"Energy",kcal,255,66,176,268,334,72
"Protein",g,10.70,2.78,7.38,11.23,14.02,3.03
"Total lipid (fat)",g,1.20,0.31,0.83,1.26,1.57,0.34
"Carbohydrate, by difference",g,53.30,13.86,36.78,55.97,69.82,15.11
"Fiber, total dietary",g,3.6,0.9,2.5,3.8,4.7,1.0
"Sugars, total",g,1.63,0.42,1.12,1.71,2.14,0.46
Minerals
"Calcium, Ca",mg,12,3,8,13,16,3
"Iron, Fe",mg,3.08,0.80,2.13,3.23,4.03,0.87
"Magnesium, Mg",mg,31,8,21,33,41,9
"Phosphorus, P",mg,110,29,76,116,144,31
"Potassium, K",mg,115,30,79,121,151,33
"Sodium, Na",mg,590,153,407,620,773,167
"Zinc, Zn",mg,0.90,0.23,0.62,0.94,1.18,0.26
Vitamins
"Vitamin C, total ascorbic acid",mg,0.2,0.1,0.1,0.2,0.3,0.1
"Thiamin",mg,0.331,0.086,0.228,0.348,0.434,0.094
"Riboflavin",mg,0.338,0.088,0.233,0.355,0.443,0.096
"Niacin",mg,2.960,0.770,2.042,3.108,3.878,0.839
"Vitamin B-6",mg,0.043,0.011,0.030,0.045,0.056,0.012
"Folate, DFE",µg,134,35,92,141,176,38
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,1,0,1,1,1,0
"Vitamin A, IU",IU,4,1,3,4,5,1
"Vitamin E (alpha-tocopherol)",mg,0.33,0.09,0.23,0.35,0.43,0.09
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.4,0.1,0.3,0.4,0.5,0.1
Lipids
"Fatty acids, total saturated",g,0.191,0.050,0.132,0.201,0.250,0.054
"Fatty acids, total monounsaturated",g,0.249,0.065,0.172,0.261,0.326,0.071
"Fatty acids, total polyunsaturated",g,0.486,0.126,0.335,0.510,0.637,0.138
"Cholesterol",mg,0,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0
