Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:40 EST
"Nutrient data for: 28145, KEEBLER, TOWN HOUSE, TOPPERS, Garlic Herb Crackers"
Nutrient,Unit,1Value per 100 g,"3.0 crackers = 14.0g",
Proximates
"Water",g,1.90,0.27
"Energy",kcal,483,68
"Protein",g,6.40,0.90
"Total lipid (fat)",g,19.00,2.66
"Carbohydrate, by difference",g,71.60,10.02
"Fiber, total dietary",g,2.8,0.4
"Sugars, total",g,8.00,1.12
Minerals
"Iron, Fe",mg,3.00,0.42
"Potassium, K",mg,110,15
"Sodium, Na",mg,958,134
Vitamins
"Thiamin",mg,0.570,0.080
"Riboflavin",mg,0.300,0.042
"Niacin",mg,3.500,0.490
Lipids
"Fatty acids, total saturated",g,3.000,0.420
"Fatty acids, total monounsaturated",g,5.400,0.756
"Fatty acids, total polyunsaturated",g,10.500,1.470
"Fatty acids, total trans",g,0.120,0.017
"Cholesterol",mg,0,0
Amino Acids
Other
