Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:34 EST
"Nutrient data for: 18170, Cookies, fig bars"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.35g","1 Figaroo (2 square halves) = 43.0g","1 cookie = 16.0g","1 individual package (2 oz package containing 2 3"" bars) = 57.0g",
Proximates
"Water",g,16.50,4.68,7.09,2.64,9.40
"Energy",kcal,348,99,150,56,198
"Protein",g,3.70,1.05,1.59,0.59,2.11
"Total lipid (fat)",g,7.30,2.07,3.14,1.17,4.16
"Carbohydrate, by difference",g,70.90,20.10,30.49,11.34,40.41
"Fiber, total dietary",g,4.6,1.3,2.0,0.7,2.6
"Sugars, total",g,46.36,13.14,19.93,7.42,26.43
Minerals
"Calcium, Ca",mg,64,18,28,10,36
"Iron, Fe",mg,2.90,0.82,1.25,0.46,1.65
"Magnesium, Mg",mg,27,8,12,4,15
"Phosphorus, P",mg,62,18,27,10,35
"Potassium, K",mg,207,59,89,33,118
"Sodium, Na",mg,350,99,150,56,200
"Zinc, Zn",mg,0.39,0.11,0.17,0.06,0.22
Vitamins
"Vitamin C, total ascorbic acid",mg,0.3,0.1,0.1,0.0,0.2
"Thiamin",mg,0.158,0.045,0.068,0.025,0.090
"Riboflavin",mg,0.217,0.062,0.093,0.035,0.124
"Niacin",mg,1.874,0.531,0.806,0.300,1.068
"Vitamin B-6",mg,0.075,0.021,0.032,0.012,0.043
"Folate, DFE",µg,53,15,23,8,30
"Vitamin B-12",µg,0.09,0.03,0.04,0.01,0.05
"Vitamin A, RAE",µg,9,3,4,1,5
"Vitamin A, IU",IU,33,9,14,5,19
"Vitamin E (alpha-tocopherol)",mg,0.65,0.18,0.28,0.10,0.37
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,5.8,1.6,2.5,0.9,3.3
Lipids
"Fatty acids, total saturated",g,1.123,0.318,0.483,0.180,0.640
"Fatty acids, total monounsaturated",g,3.003,0.851,1.291,0.480,1.712
"Fatty acids, total polyunsaturated",g,2.772,0.786,1.192,0.444,1.580
"Cholesterol",mg,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0
