Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:38 EST
"Nutrient data for: 28046, KEEBLER, ANIMALS, Crackers"
Nutrient,Unit,1Value per 100 g,"8.0 crackers 1 serving = 29.0g",
Proximates
"Water",g,2.80,0.81
"Energy",kcal,450,130
"Protein",g,5.60,1.62
"Total lipid (fat)",g,14.20,4.12
"Carbohydrate, by difference",g,75.30,21.84
"Fiber, total dietary",g,1.4,0.4
"Sugars, total",g,25.40,7.37
Minerals
"Calcium, Ca",mg,345,100
"Iron, Fe",mg,3.30,0.96
"Magnesium, Mg",mg,13,4
"Phosphorus, P",mg,92,27
"Potassium, K",mg,74,21
"Sodium, Na",mg,468,136
"Zinc, Zn",mg,0.40,0.12
Vitamins
"Thiamin",mg,0.420,0.122
"Riboflavin",mg,0.260,0.075
"Niacin",mg,3.300,0.957
"Vitamin B-6",mg,0.020,0.006
Lipids
"Fatty acids, total saturated",g,4.500,1.305
"Fatty acids, total monounsaturated",g,3.200,0.928
"Fatty acids, total polyunsaturated",g,5.300,1.537
"Fatty acids, total trans",g,0.200,0.058
"Cholesterol",mg,0,0
Amino Acids
Other
