Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:36 EST
"Nutrient data for: 18425, Crackers, saltines, low salt (includes oyster, soda, soup)"
Nutrient,Unit,1Value per 100 g,"0.5 oz = 14.2g","1 cup oyster crackers = 45.0g","1 cracker = 3.0g","1 cracker, round large = 10.0g","1 cracker, oyster = 1.0g","1 cracker, rectangle = 6.0g",
Proximates
"Water",g,4.03,0.57,1.81,0.12,0.40,0.04,0.24
"Energy",kcal,421,60,189,13,42,4,25
"Protein",g,9.50,1.35,4.28,0.28,0.95,0.10,0.57
"Total lipid (fat)",g,8.85,1.26,3.98,0.27,0.89,0.09,0.53
"Carbohydrate, by difference",g,74.34,10.56,33.45,2.23,7.43,0.74,4.46
"Fiber, total dietary",g,2.9,0.4,1.3,0.1,0.3,0.0,0.2
"Sugars, total",g,2.22,0.32,1.00,0.07,0.22,0.02,0.13
Minerals
"Calcium, Ca",mg,119,17,54,4,12,1,7
"Iron, Fe",mg,5.13,0.73,2.31,0.15,0.51,0.05,0.31
"Magnesium, Mg",mg,25,4,11,1,2,0,2
"Phosphorus, P",mg,111,16,50,3,11,1,7
"Potassium, K",mg,724,103,326,22,72,7,43
"Sodium, Na",mg,198,28,89,6,20,2,12
"Zinc, Zn",mg,0.82,0.12,0.37,0.02,0.08,0.01,0.05
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Thiamin",mg,0.611,0.087,0.275,0.018,0.061,0.006,0.037
"Riboflavin",mg,0.331,0.047,0.149,0.010,0.033,0.003,0.020
"Niacin",mg,5.235,0.743,2.356,0.157,0.523,0.052,0.314
"Vitamin B-6",mg,0.060,0.009,0.027,0.002,0.006,0.001,0.004
"Folate, DFE",µg,221,31,99,7,22,2,13
"Vitamin B-12",µg,0.09,0.01,0.04,0.00,0.01,0.00,0.01
"Vitamin A, RAE",µg,0,0,0,0,0,0,0
"Vitamin A, IU",IU,0,0,0,0,0,0,0
"Vitamin E (alpha-tocopherol)",mg,1.12,0.16,0.50,0.03,0.11,0.01,0.07
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,15.4,2.2,6.9,0.5,1.5,0.2,0.9
Lipids
"Fatty acids, total saturated",g,2.001,0.284,0.900,0.060,0.200,0.020,0.120
"Fatty acids, total monounsaturated",g,2.247,0.319,1.011,0.067,0.225,0.022,0.135
"Fatty acids, total polyunsaturated",g,4.068,0.578,1.831,0.122,0.407,0.041,0.244
"Fatty acids, total trans",g,0.443,0.063,0.199,0.013,0.044,0.004,0.027
"Cholesterol",mg,0,0,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0,0
