Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 12:36 EST
"Nutrient data for: 21334, McDONALD'S, Strawberry Sundae"
Nutrient,Unit,1Value per 100 g,"1 item (6.3 oz) = 178.0g",
Proximates
"Water",g,64.02,113.96
"Energy",kcal,158,281
"Protein",g,3.19,5.68
"Total lipid (fat)",g,3.95,7.03
"Carbohydrate, by difference",g,28.09,50.00
"Fiber, total dietary",g,0.0,0.0
"Sugars, total",g,25.32,45.07
Minerals
"Calcium, Ca",mg,110,196
"Iron, Fe",mg,0.10,0.18
"Magnesium, Mg",mg,11,20
"Phosphorus, P",mg,91,162
"Potassium, K",mg,173,308
"Sodium, Na",mg,47,84
"Zinc, Zn",mg,0.39,0.69
Vitamins
"Vitamin C, total ascorbic acid",mg,1.5,2.7
"Thiamin",mg,0.039,0.069
"Riboflavin",mg,0.195,0.347
"Niacin",mg,0.131,0.233
"Vitamin B-6",mg,0.050,0.089
"Vitamin B-12",µg,0.49,0.87
"Vitamin A, RAE",µg,81,144
"Vitamin A, IU",IU,271,482
"Vitamin E (alpha-tocopherol)",mg,0.00,0.00
Lipids
"Fatty acids, total saturated",g,2.008,3.574
"Fatty acids, total monounsaturated",g,0.976,1.737
"Fatty acids, total polyunsaturated",g,0.190,0.338
"Fatty acids, total trans",g,0.224,0.399
"Cholesterol",mg,13,23
Amino Acids
Other
