Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 12:31 EST
"Nutrient data for: 21299, Fast Food, Pizza Chain, 14"" pizza, cheese topping, regular crust"
Nutrient,Unit,1Value per 100 g,"1 slice = 107.0g","1 pizza = 853.0g",
Proximates
"Water",g,43.17,46.19,368.24
"Energy",kcal,266,285,2269
"Protein",g,11.39,12.19,97.16
"Total lipid (fat)",g,9.69,10.37,82.66
"Carbohydrate, by difference",g,33.33,35.66,284.30
"Fiber, total dietary",g,2.3,2.5,19.6
"Sugars, total",g,3.58,3.83,30.54
Minerals
"Calcium, Ca",mg,188,201,1604
"Iron, Fe",mg,2.48,2.65,21.15
"Magnesium, Mg",mg,24,26,205
"Phosphorus, P",mg,216,231,1842
"Potassium, K",mg,172,184,1467
"Sodium, Na",mg,598,640,5101
"Zinc, Zn",mg,1.34,1.43,11.43
Vitamins
"Vitamin C, total ascorbic acid",mg,1.4,1.5,11.9
"Thiamin",mg,0.390,0.417,3.327
"Riboflavin",mg,0.195,0.209,1.663
"Niacin",mg,3.825,4.093,32.627
"Vitamin B-6",mg,0.080,0.086,0.682
"Folate, DFE",µg,129,138,1100
"Vitamin B-12",µg,0.42,0.45,3.58
"Vitamin A, RAE",µg,69,74,589
"Vitamin A, IU",IU,358,383,3054
"Vitamin E (alpha-tocopherol)",mg,0.83,0.89,7.08
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0
"Vitamin D",IU,0,0,0
"Vitamin K (phylloquinone)",µg,6.7,7.2,57.2
Lipids
"Fatty acids, total saturated",g,4.465,4.778,38.086
"Fatty acids, total monounsaturated",g,2.608,2.791,22.246
"Fatty acids, total polyunsaturated",g,1.681,1.799,14.339
"Fatty acids, total trans",g,0.241,0.258,2.056
"Cholesterol",mg,17,18,145
Amino Acids
Other
"Caffeine",mg,0,0,0
