Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 12:30 EST
"Nutrient data for: 21476, DIGIORNO Pizza, pepperoni topping, cheese stuffed crust, frozen, baked"
Nutrient,Unit,1Value per 100 g,"1 slice 1/4 of pie = 179.0g","1 pie 12"" diameter = 732.0g",
Proximates
"Water",g,41.87,74.95,306.49
"Energy",kcal,279,499,2042
"Protein",g,13.92,24.92,101.89
"Total lipid (fat)",g,11.71,20.96,85.72
"Carbohydrate, by difference",g,29.46,52.73,215.65
"Fiber, total dietary",g,2.1,3.8,15.4
Minerals
"Calcium, Ca",mg,226,405,1654
"Iron, Fe",mg,2.30,4.12,16.84
"Magnesium, Mg",mg,26,47,190
"Phosphorus, P",mg,270,483,1976
"Potassium, K",mg,179,320,1310
"Sodium, Na",mg,753,1348,5512
"Zinc, Zn",mg,1.63,2.92,11.93
Vitamins
"Vitamin C, total ascorbic acid",mg,1.1,2.0,8.1
"Thiamin",mg,0.273,0.489,1.998
"Riboflavin",mg,0.247,0.442,1.808
"Niacin",mg,3.723,6.664,27.252
"Vitamin B-6",mg,0.120,0.215,0.878
"Vitamin B-12",µg,0.55,0.98,4.03
"Vitamin A, RAE",µg,64,115,468
"Vitamin A, IU",IU,212,379,1552
"Vitamin E (alpha-tocopherol)",mg,0.72,1.29,5.27
"Vitamin K (phylloquinone)",µg,7.8,14.0,57.1
Lipids
"Fatty acids, total saturated",g,5.007,8.963,36.651
"Fatty acids, total monounsaturated",g,3.289,5.887,24.075
"Fatty acids, total polyunsaturated",g,2.001,3.582,14.647
"Fatty acids, total trans",g,0.237,0.424,1.735
"Cholesterol",mg,24,43,176
Amino Acids
Other
