Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 12:36 EST
"Nutrient data for: 21405, McDONALD'S, Premium Crispy Chicken Club Sandwich"
Nutrient,Unit,1Value per 100 g,"1 item 9 oz = 254.0g",
Proximates
"Water",g,48.02,121.97
"Energy",kcal,250,635
"Protein",g,15.38,39.07
"Total lipid (fat)",g,11.76,29.87
"Carbohydrate, by difference",g,22.61,57.43
"Fiber, total dietary",g,1.2,3.0
"Sugars, total",g,4.99,12.67
Minerals
"Calcium, Ca",mg,92,234
"Iron, Fe",mg,1.32,3.35
"Sodium, Na",mg,472,1199
Vitamins
"Vitamin C, total ascorbic acid",mg,3.8,9.7
"Thiamin",mg,0.176,0.447
"Riboflavin",mg,0.169,0.429
"Niacin",mg,4.748,12.060
"Vitamin A, IU",IU,347,881
Lipids
"Fatty acids, total saturated",g,3.333,8.466
"Fatty acids, total monounsaturated",g,4.223,10.726
"Fatty acids, total polyunsaturated",g,3.557,9.035
"Fatty acids, total trans",g,0.087,0.221
"Cholesterol",mg,38,97
Amino Acids
Other
