Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 12:32 EST
"Nutrient data for: 21106, Fast foods, fish sandwich, with tartar sauce and cheese"
Nutrient,Unit,1Value per 100 g,"1 sandwich = 134.0g",
Proximates
"Water",g,45.76,61.32
"Energy",kcal,279,374
"Protein",g,11.26,15.09
"Total lipid (fat)",g,14.64,19.62
"Carbohydrate, by difference",g,26.39,35.36
"Fiber, total dietary",g,0.8,1.1
"Sugars, total",g,3.67,4.92
Minerals
"Calcium, Ca",mg,120,161
"Iron, Fe",mg,1.56,2.09
"Magnesium, Mg",mg,27,36
"Phosphorus, P",mg,137,184
"Potassium, K",mg,220,295
"Sodium, Na",mg,434,582
"Zinc, Zn",mg,0.58,0.78
Vitamins
"Vitamin C, total ascorbic acid",mg,1.5,2.0
"Thiamin",mg,0.250,0.335
"Riboflavin",mg,0.230,0.308
"Niacin",mg,2.310,3.095
"Vitamin B-6",mg,0.060,0.080
"Folate, DFE",µg,65,87
"Vitamin B-12",µg,0.59,0.79
"Vitamin A, RAE",µg,22,29
"Vitamin A, IU",IU,101,135
"Vitamin E (alpha-tocopherol)",mg,1.00,1.34
"Vitamin D (D2 + D3)",µg,0.9,1.2
"Vitamin D",IU,37,50
"Vitamin K (phylloquinone)",µg,7.9,10.6
Lipids
"Fatty acids, total saturated",g,2.833,3.796
"Fatty acids, total monounsaturated",g,4.005,5.367
"Fatty acids, total polyunsaturated",g,5.952,7.976
"Fatty acids, total trans",g,0.128,0.172
"Cholesterol",mg,37,50
Amino Acids
Other
"Caffeine",mg,0,0
