Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 14:35 EST
"Nutrient data for: 19157, Candies, MARS SNACKFOOD US, M&M's MINIs Milk Chocolate Candies"
Nutrient,Unit,1Value per 100 g,"1 serving 1.0 oz tube = 30.0g","1 serving 0.50 oz box = 15.0g","1 serving 1 1.94 oz tube = 55.0g",
Proximates
"Water",g,1.19,0.36,0.18,0.65
"Energy",kcal,502,151,75,276
"Protein",g,4.78,1.43,0.72,2.63
"Total lipid (fat)",g,23.36,7.01,3.50,12.85
"Carbohydrate, by difference",g,68.40,20.52,10.26,37.62
"Fiber, total dietary",g,2.7,0.8,0.4,1.5
"Sugars, total",g,62.54,18.76,9.38,34.40
Minerals
"Calcium, Ca",mg,116,35,17,64
"Iron, Fe",mg,1.23,0.37,0.18,0.68
"Sodium, Na",mg,68,20,10,37
Vitamins
"Vitamin C, total ascorbic acid",mg,0.6,0.2,0.1,0.3
"Vitamin A, IU",IU,224,67,34,123
Lipids
"Fatty acids, total saturated",g,14.466,4.340,2.170,7.956
"Fatty acids, total trans",g,0.184,0.055,0.028,0.101
"Cholesterol",mg,15,4,2,8
Amino Acids
Other
