Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 14:45 EST
"Nutrient data for: 19183, Puddings, chocolate, ready-to-eat"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.35g","1 container refrigerated, 4 oz = 108.0g","1 container shelf stable, 3.5 oz = 98.0g",
Proximates
"Water",g,69.46,19.69,75.02,68.07
"Energy",kcal,142,40,153,139
"Protein",g,2.09,0.59,2.26,2.05
"Total lipid (fat)",g,4.60,1.30,4.97,4.51
"Carbohydrate, by difference",g,23.01,6.52,24.85,22.55
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
"Sugars, total",g,17.17,4.87,18.54,16.83
Minerals
"Calcium, Ca",mg,51,14,55,50
"Iron, Fe",mg,1.27,0.36,1.37,1.24
"Magnesium, Mg",mg,18,5,19,18
"Phosphorus, P",mg,56,16,60,55
"Potassium, K",mg,184,52,199,180
"Sodium, Na",mg,152,43,164,149
"Zinc, Zn",mg,0.34,0.10,0.37,0.33
Vitamins
"Vitamin C, total ascorbic acid",mg,0.3,0.1,0.3,0.3
"Thiamin",mg,0.024,0.007,0.026,0.024
"Riboflavin",mg,0.072,0.020,0.078,0.071
"Niacin",mg,0.123,0.035,0.133,0.121
"Vitamin B-6",mg,0.018,0.005,0.019,0.018
"Folate, DFE",µg,3,1,3,3
"Vitamin B-12",µg,0.09,0.03,0.10,0.09
"Vitamin A, RAE",µg,14,4,15,14
"Vitamin A, IU",IU,46,13,50,45
"Vitamin E (alpha-tocopherol)",mg,0.31,0.09,0.33,0.30
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.6,0.2,0.6,0.6
Lipids
"Fatty acids, total saturated",g,1.263,0.358,1.364,1.238
"Fatty acids, total monounsaturated",g,2.731,0.774,2.949,2.676
"Fatty acids, total polyunsaturated",g,0.105,0.030,0.113,0.103
"Cholesterol",mg,1,0,1,1
Amino Acids
Other
"Caffeine",mg,2,1,2,2
