Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 14:44 EST
"Nutrient data for: 19319, Puddings, banana, dry mix, instant, prepared with whole milk"
Nutrient,Unit,1Value per 100 g,"0.5 cup = 127.0g",
Proximates
"Water",g,73.62,93.50
"Energy",kcal,115,146
"Protein",g,2.62,3.33
"Total lipid (fat)",g,2.80,3.56
"Carbohydrate, by difference",g,19.76,25.10
"Fiber, total dietary",g,0.0,0.0
"Sugars, total",g,17.38,22.07
Minerals
"Calcium, Ca",mg,94,119
"Iron, Fe",mg,0.05,0.06
"Magnesium, Mg",mg,9,11
"Phosphorus, P",mg,206,262
"Potassium, K",mg,112,142
"Sodium, Na",mg,290,368
"Zinc, Zn",mg,0.32,0.41
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Thiamin",mg,0.038,0.048
"Riboflavin",mg,0.140,0.178
"Niacin",mg,0.074,0.094
"Vitamin B-6",mg,0.030,0.038
"Folate, DFE",µg,4,5
"Vitamin B-12",µg,0.37,0.47
"Vitamin A, RAE",µg,38,48
"Vitamin A, IU",IU,134,170
"Vitamin E (alpha-tocopherol)",mg,0.06,0.08
"Vitamin D (D2 + D3)",µg,1.1,1.4
"Vitamin D",IU,42,53
"Vitamin K (phylloquinone)",µg,0.2,0.3
Lipids
"Fatty acids, total saturated",g,1.562,1.984
"Fatty acids, total monounsaturated",g,0.698,0.886
"Fatty acids, total polyunsaturated",g,0.221,0.281
"Cholesterol",mg,9,11
Amino Acids
Other
"Caffeine",mg,0,0
