Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:34 EST
"Nutrient data for: 18423, Cookies, ladyfingers, without lemon juice and rind"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.35g","1 anisette sponge (4"" x 1-1/8"" x 7/8"") = 13.0g","1 breakfast treat (approx 4"" x 2"" x 7/8"") = 24.0g","1 ladyfinger = 11.0g",
Proximates
"Water",g,19.50,5.53,2.54,4.68,2.15
"Energy",kcal,363,103,47,87,40
"Protein",g,10.60,3.01,1.38,2.54,1.17
"Total lipid (fat)",g,9.10,2.58,1.18,2.18,1.00
"Carbohydrate, by difference",g,59.70,16.92,7.76,14.33,6.57
"Fiber, total dietary",g,1.0,0.3,0.1,0.2,0.1
Minerals
"Calcium, Ca",mg,47,13,6,11,5
"Iron, Fe",mg,3.58,1.01,0.47,0.86,0.39
"Magnesium, Mg",mg,12,3,2,3,1
"Phosphorus, P",mg,173,49,22,42,19
"Potassium, K",mg,113,32,15,27,12
"Sodium, Na",mg,147,42,19,35,16
"Zinc, Zn",mg,1.14,0.32,0.15,0.27,0.13
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0,0.0
"Thiamin",mg,0.284,0.081,0.037,0.068,0.031
"Riboflavin",mg,0.428,0.121,0.056,0.103,0.047
"Niacin",mg,2.104,0.596,0.274,0.505,0.231
"Vitamin B-6",mg,0.122,0.035,0.016,0.029,0.013
"Folate, DFE",µg,105,30,14,25,12
"Vitamin B-12",µg,0.75,0.21,0.10,0.18,0.08
"Vitamin A, RAE",µg,167,47,22,40,18
"Vitamin A, IU",IU,556,158,72,133,61
Lipids
"Fatty acids, total saturated",g,3.022,0.857,0.393,0.725,0.332
"Fatty acids, total monounsaturated",g,3.745,1.062,0.487,0.899,0.412
"Fatty acids, total polyunsaturated",g,1.423,0.403,0.185,0.342,0.157
"Cholesterol",mg,221,63,29,53,24
Amino Acids
Other
