Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:43 EST
"Nutrient data for: 18300, Pancakes, whole-wheat, dry mix, incomplete, prepared"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.35g","1 pancake (4"" dia) = 44.0g","1 pancake (6"" dia) = 129.0g",
Proximates
"Water",g,52.80,14.97,23.23,68.11
"Energy",kcal,208,59,92,268
"Protein",g,8.50,2.41,3.74,10.96
"Total lipid (fat)",g,6.50,1.84,2.86,8.38
"Carbohydrate, by difference",g,29.40,8.33,12.94,37.93
"Fiber, total dietary",g,2.8,0.8,1.2,3.6
Minerals
"Calcium, Ca",mg,250,71,110,322
"Iron, Fe",mg,3.11,0.88,1.37,4.01
"Magnesium, Mg",mg,46,13,20,59
"Phosphorus, P",mg,373,106,164,481
"Potassium, K",mg,279,79,123,360
"Sodium, Na",mg,572,162,252,738
"Zinc, Zn",mg,1.04,0.29,0.46,1.34
Vitamins
"Vitamin C, total ascorbic acid",mg,0.5,0.1,0.2,0.6
"Thiamin",mg,0.197,0.056,0.087,0.254
"Riboflavin",mg,0.529,0.150,0.233,0.682
"Niacin",mg,2.309,0.655,1.016,2.979
"Vitamin B-6",mg,0.110,0.031,0.048,0.142
"Folate, DFE",µg,35,10,15,45
"Vitamin B-12",µg,0.29,0.08,0.13,0.37
"Vitamin A, RAE",µg,64,18,28,83
"Vitamin A, IU",IU,226,64,99,292
Lipids
"Fatty acids, total saturated",g,1.749,0.496,0.770,2.256
"Fatty acids, total monounsaturated",g,1.742,0.494,0.766,2.247
"Fatty acids, total polyunsaturated",g,2.406,0.682,1.059,3.104
"Cholesterol",mg,61,17,27,79
Amino Acids
Other
