Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:39 EST
"Nutrient data for: 28098, KEEBLER, FUDGE SHOPPE, Magic Middles Fudge Filled Cookies, Peanut Butter"
Nutrient,Unit,1Value per 100 g,"2.0 cookies = 30.0g",
Proximates
"Water",g,3.80,1.14
"Energy",kcal,514,154
"Protein",g,6.90,2.07
"Total lipid (fat)",g,28.40,8.52
"Carbohydrate, by difference",g,59.20,17.76
"Fiber, total dietary",g,2.7,0.8
"Sugars, total",g,34.50,10.35
Minerals
"Iron, Fe",mg,1.20,0.36
"Magnesium, Mg",mg,6,2
"Phosphorus, P",mg,87,26
"Potassium, K",mg,50,15
"Sodium, Na",mg,479,144
"Zinc, Zn",mg,0.20,0.06
Vitamins
"Thiamin",mg,0.230,0.069
"Riboflavin",mg,0.160,0.048
"Niacin",mg,1.700,0.510
"Vitamin B-6",mg,0.010,0.003
Lipids
"Fatty acids, total saturated",g,8.900,2.670
"Fatty acids, total monounsaturated",g,6.300,1.890
"Fatty acids, total polyunsaturated",g,6.000,1.800
"Fatty acids, total trans",g,0.300,0.090
"Cholesterol",mg,14,4
Amino Acids
Other
