Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:32 EST
"Nutrient data for: 18957, Cake, pound, BIMBO Bakeries USA, Panque Casero, home baked style"
Nutrient,Unit,1Value per 100 g,"1 slice = 39.0g","1 loaf = 311.0g",
Proximates
"Water",g,21.29,8.30,66.21
"Energy",kcal,418,163,1300
"Protein",g,6.62,2.58,20.59
"Total lipid (fat)",g,21.70,8.46,67.49
"Carbohydrate, by difference",g,48.94,19.09,152.20
"Fiber, total dietary",g,1.0,0.4,3.1
"Sugars, total",g,28.77,11.22,89.47
Minerals
"Calcium, Ca",mg,52,20,162
"Iron, Fe",mg,1.51,0.59,4.70
"Magnesium, Mg",mg,13,5,40
"Phosphorus, P",mg,119,46,370
"Potassium, K",mg,101,39,314
"Sodium, Na",mg,357,139,1110
"Zinc, Zn",mg,0.59,0.23,1.83
Vitamins
"Thiamin",mg,0.080,0.031,0.249
"Riboflavin",mg,0.150,0.058,0.466
"Niacin",mg,0.620,0.242,1.928
"Vitamin B-6",mg,0.030,0.012,0.093
Lipids
Amino Acids
Other
