Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:42 EST
"Nutrient data for: 28213, MURRAY, Duplex Creme Sandwich Cookies"
Nutrient,Unit,1Value per 100 g,"3.0 cookies = 29.0g",
Proximates
"Water",g,2.50,0.72
"Energy",kcal,475,138
"Protein",g,4.90,1.42
"Total lipid (fat)",g,18.80,5.45
"Carbohydrate, by difference",g,72.60,21.05
"Fiber, total dietary",g,1.8,0.5
"Sugars, total",g,37.60,10.90
Minerals
"Iron, Fe",mg,2.70,0.78
"Magnesium, Mg",mg,23,7
"Phosphorus, P",mg,83,24
"Potassium, K",mg,93,27
"Sodium, Na",mg,412,119
"Zinc, Zn",mg,0.30,0.09
Vitamins
"Thiamin",mg,0.340,0.099
"Riboflavin",mg,0.230,0.067
"Niacin",mg,2.800,0.812
"Vitamin B-6",mg,0.020,0.006
Lipids
"Fatty acids, total saturated",g,6.200,1.798
"Fatty acids, total monounsaturated",g,4.300,1.247
"Fatty acids, total polyunsaturated",g,6.900,2.001
"Fatty acids, total trans",g,0.270,0.078
"Cholesterol",mg,0,0
Amino Acids
Other
