Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:34 EST
"Nutrient data for: 18157, Cookies, chocolate wafers"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.35g","1 cup, crumbs = 112.0g","1 wafer = 6.0g",
Proximates
"Water",g,4.50,1.28,5.04,0.27
"Energy",kcal,433,123,485,26
"Protein",g,6.60,1.87,7.39,0.40
"Total lipid (fat)",g,14.20,4.03,15.90,0.85
"Carbohydrate, by difference",g,72.70,20.61,81.42,4.36
"Fiber, total dietary",g,3.4,1.0,3.8,0.2
"Sugars, total",g,37.43,10.61,41.92,2.25
Minerals
"Calcium, Ca",mg,31,9,35,2
"Iron, Fe",mg,4.01,1.14,4.49,0.24
"Magnesium, Mg",mg,53,15,59,3
"Phosphorus, P",mg,132,37,148,8
"Potassium, K",mg,210,60,235,13
"Sodium, Na",mg,580,164,650,35
"Zinc, Zn",mg,1.09,0.31,1.22,0.07
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.203,0.058,0.227,0.012
"Riboflavin",mg,0.266,0.075,0.298,0.016
"Niacin",mg,2.858,0.810,3.201,0.171
"Vitamin B-6",mg,0.051,0.014,0.057,0.003
"Folate, DFE",µg,75,21,84,4
"Vitamin B-12",µg,0.09,0.03,0.10,0.01
"Vitamin A, RAE",µg,3,1,3,0
"Vitamin A, IU",IU,10,3,11,1
"Vitamin E (alpha-tocopherol)",mg,0.72,0.20,0.81,0.04
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0
"Vitamin K (phylloquinone)",µg,2.4,0.7,2.7,0.1
Lipids
"Fatty acids, total saturated",g,4.241,1.202,4.750,0.254
"Fatty acids, total monounsaturated",g,4.865,1.379,5.449,0.292
"Fatty acids, total polyunsaturated",g,4.153,1.177,4.651,0.249
"Cholesterol",mg,2,1,2,0
Amino Acids
Other
"Caffeine",mg,10,3,11,1
