Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:47 EST
"Nutrient data for: 18368, Wonton wrappers (includes egg roll wrappers)"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.35g","1 wrapper, eggroll (7"" square) = 32.0g","1 wrapper, wonton (3-1/2"" square) = 8.0g",
Proximates
"Water",g,28.80,8.16,9.22,2.30
"Energy",kcal,291,82,93,23
"Protein",g,9.80,2.78,3.14,0.78
"Total lipid (fat)",g,1.50,0.43,0.48,0.12
"Carbohydrate, by difference",g,57.90,16.41,18.53,4.63
"Fiber, total dietary",g,1.8,0.5,0.6,0.1
Minerals
"Calcium, Ca",mg,47,13,15,4
"Iron, Fe",mg,3.36,0.95,1.08,0.27
"Magnesium, Mg",mg,20,6,6,2
"Phosphorus, P",mg,81,23,26,6
"Potassium, K",mg,82,23,26,7
"Sodium, Na",mg,572,162,183,46
"Zinc, Zn",mg,0.71,0.20,0.23,0.06
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.519,0.147,0.166,0.042
"Riboflavin",mg,0.378,0.107,0.121,0.030
"Niacin",mg,5.424,1.538,1.736,0.434
"Vitamin B-6",mg,0.030,0.009,0.010,0.002
"Folate, DFE",µg,134,38,43,11
"Vitamin B-12",µg,0.02,0.01,0.01,0.00
"Vitamin A, RAE",µg,4,1,1,0
"Vitamin A, IU",IU,14,4,4,1
Lipids
"Fatty acids, total saturated",g,0.263,0.075,0.084,0.021
"Fatty acids, total monounsaturated",g,0.195,0.055,0.062,0.016
"Fatty acids, total polyunsaturated",g,0.610,0.173,0.195,0.049
"Cholesterol",mg,9,3,3,1
Amino Acids
Other
