Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:43 EST
"Nutrient data for: 18288, Pancakes plain, frozen, ready-to-heat (includes buttermilk)"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.35g","1 pancake = 41.0g","1 pancake (6"" dia) = 73.0g","1 mini pancake = 10.1g","1 pancake = 40.0g",
Proximates
"Water",g,48.37,13.71,19.83,35.31,4.89,19.35
"Energy",kcal,233,66,96,170,24,93
"Protein",g,5.23,1.48,2.14,3.82,0.53,2.09
"Total lipid (fat)",g,6.83,1.94,2.80,4.99,0.69,2.73
"Carbohydrate, by difference",g,37.75,10.70,15.48,27.56,3.81,15.10
"Fiber, total dietary",g,1.0,0.3,0.4,0.7,0.1,0.4
"Sugars, total",g,8.32,2.36,3.41,6.07,0.84,3.33
Minerals
"Calcium, Ca",mg,78,22,32,57,8,31
"Iron, Fe",mg,5.67,1.61,2.32,4.14,0.57,2.27
"Magnesium, Mg",mg,14,4,6,10,1,6
"Phosphorus, P",mg,215,61,88,157,22,86
"Potassium, K",mg,90,26,37,66,9,36
"Sodium, Na",mg,461,131,189,337,47,184
"Zinc, Zn",mg,0.40,0.11,0.16,0.29,0.04,0.16
Vitamins
"Vitamin C, total ascorbic acid",mg,0.3,0.1,0.1,0.2,0.0,0.1
"Thiamin",mg,0.700,0.198,0.287,0.511,0.071,0.280
"Riboflavin",mg,0.380,0.108,0.156,0.277,0.038,0.152
"Niacin",mg,6.357,1.802,2.606,4.641,0.642,2.543
"Vitamin B-6",mg,0.520,0.147,0.213,0.380,0.053,0.208
"Folate, DFE",µg,110,31,45,80,11,44
"Vitamin B-12",µg,2.80,0.79,1.15,2.04,0.28,1.12
"Vitamin A, RAE",µg,453,128,186,331,46,181
"Vitamin A, IU",IU,1511,428,620,1103,153,604
"Vitamin E (alpha-tocopherol)",mg,0.62,0.18,0.25,0.45,0.06,0.25
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,6.5,1.8,2.7,4.7,0.7,2.6
Lipids
"Fatty acids, total saturated",g,1.162,0.329,0.476,0.848,0.117,0.465
"Fatty acids, total monounsaturated",g,1.554,0.441,0.637,1.134,0.157,0.622
"Fatty acids, total polyunsaturated",g,3.831,1.086,1.571,2.797,0.387,1.532
"Fatty acids, total trans",g,0.030,0.009,0.012,0.022,0.003,0.012
"Cholesterol",mg,18,5,7,13,2,7
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0
