Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:29 EST
"Nutrient data for: 18019, Bread, banana, prepared from recipe, made with margarine"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.35g","1 individual loaf (include Keebler Elfin Loaves) = 57.0g","1 slice = 60.0g",
Proximates
"Water",g,29.20,8.28,16.64,17.52
"Energy",kcal,326,92,186,196
"Protein",g,4.30,1.22,2.45,2.58
"Total lipid (fat)",g,10.50,2.98,5.99,6.30
"Carbohydrate, by difference",g,54.60,15.48,31.12,32.76
"Fiber, total dietary",g,1.1,0.3,0.6,0.7
Minerals
"Calcium, Ca",mg,21,6,12,13
"Iron, Fe",mg,1.40,0.40,0.80,0.84
"Magnesium, Mg",mg,14,4,8,8
"Phosphorus, P",mg,58,16,33,35
"Potassium, K",mg,134,38,76,80
"Sodium, Na",mg,302,86,172,181
"Zinc, Zn",mg,0.35,0.10,0.20,0.21
Vitamins
"Vitamin C, total ascorbic acid",mg,1.7,0.5,1.0,1.0
"Thiamin",mg,0.172,0.049,0.098,0.103
"Riboflavin",mg,0.200,0.057,0.114,0.120
"Niacin",mg,1.446,0.410,0.824,0.868
"Vitamin B-6",mg,0.150,0.043,0.085,0.090
"Folate, DFE",µg,48,14,27,29
"Vitamin B-12",µg,0.10,0.03,0.06,0.06
"Vitamin A, RAE",µg,106,30,60,64
"Vitamin A, IU",IU,493,140,281,296
Lipids
"Fatty acids, total saturated",g,2.237,0.634,1.275,1.342
"Fatty acids, total monounsaturated",g,4.480,1.270,2.554,2.688
"Fatty acids, total polyunsaturated",g,3.130,0.887,1.784,1.878
"Cholesterol",mg,43,12,25,26
Amino Acids
Other
"Caffeine",mg,0,0,0,0
