Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:37 EST
"Nutrient data for: 18244, Danish pastry, cinnamon, enriched"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.35g","1 large (approx 7"" dia) = 142.0g","1 small or frozen (approx 3"" dia) = 35.0g","1 pastry (4-1/4"" dia) = 65.0g","1 Toaster Strudel = 53.0g","1 piece (1/8 of 15 oz ring) = 53.0g",
Proximates
"Water",g,24.30,6.89,34.51,8.51,15.79,12.88,12.88
"Energy",kcal,403,114,572,141,262,214,214
"Protein",g,7.00,1.98,9.94,2.45,4.55,3.71,3.71
"Total lipid (fat)",g,22.40,6.35,31.81,7.84,14.56,11.87,11.87
"Carbohydrate, by difference",g,44.60,12.64,63.33,15.61,28.99,23.64,23.64
"Fiber, total dietary",g,1.3,0.4,1.8,0.5,0.8,0.7,0.7
"Sugars, total",g,19.78,5.61,28.09,6.92,12.86,10.48,10.48
Minerals
"Calcium, Ca",mg,71,20,101,25,46,38,38
"Iron, Fe",mg,1.96,0.56,2.78,0.69,1.27,1.04,1.04
"Magnesium, Mg",mg,19,5,27,7,12,10,10
"Phosphorus, P",mg,107,30,152,37,70,57,57
"Potassium, K",mg,125,35,178,44,81,66,66
"Sodium, Na",mg,414,117,588,145,269,219,219
"Zinc, Zn",mg,0.72,0.20,1.02,0.25,0.47,0.38,0.38
Vitamins
"Vitamin C, total ascorbic acid",mg,0.1,0.0,0.1,0.0,0.1,0.1,0.1
"Thiamin",mg,0.300,0.085,0.426,0.105,0.195,0.159,0.159
"Riboflavin",mg,0.263,0.075,0.373,0.092,0.171,0.139,0.139
"Niacin",mg,2.867,0.813,4.071,1.003,1.864,1.520,1.520
"Vitamin B-6",mg,0.038,0.011,0.054,0.013,0.025,0.020,0.020
"Folate, DFE",µg,92,26,131,32,60,49,49
"Vitamin B-12",µg,0.10,0.03,0.14,0.04,0.07,0.05,0.05
"Vitamin A, RAE",µg,6,2,9,2,4,3,3
"Vitamin A, IU",IU,24,7,34,8,16,13,13
"Vitamin E (alpha-tocopherol)",mg,0.39,0.11,0.55,0.14,0.25,0.21,0.21
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,9.4,2.7,13.3,3.3,6.1,5.0,5.0
Lipids
"Fatty acids, total saturated",g,5.681,1.611,8.067,1.988,3.693,3.011,3.011
"Fatty acids, total monounsaturated",g,12.515,3.548,17.771,4.380,8.135,6.633,6.633
"Fatty acids, total polyunsaturated",g,2.933,0.832,4.165,1.027,1.906,1.554,1.554
"Cholesterol",mg,21,6,30,7,14,11,11
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0,0
