Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:29 EST
"Nutrient data for: 18005, Bagels, cinnamon-raisin"
Nutrient,Unit,1Value per 100 g,"1 mini bagel (2-1/2"" dia) = 26.0g","1 small bagel (3"" dia) = 69.0g","1 medium bagel (3-1/2"" to 4"" dia) = 105.0g","1 large bagel (4-1/2"" dia) = 131.0g","1 oz = 28.35g",
Proximates
"Water",g,32.00,8.32,22.08,33.60,41.92,9.07
"Energy",kcal,274,71,189,288,359,78
"Protein",g,9.80,2.55,6.76,10.29,12.84,2.78
"Total lipid (fat)",g,1.70,0.44,1.17,1.78,2.23,0.48
"Carbohydrate, by difference",g,55.20,14.35,38.09,57.96,72.31,15.65
"Fiber, total dietary",g,2.3,0.6,1.6,2.4,3.0,0.7
"Sugars, total",g,5.98,1.55,4.13,6.28,7.83,1.70
Minerals
"Calcium, Ca",mg,19,5,13,20,25,5
"Iron, Fe",mg,3.80,0.99,2.62,3.99,4.98,1.08
"Magnesium, Mg",mg,28,7,19,29,37,8
"Phosphorus, P",mg,100,26,69,105,131,28
"Potassium, K",mg,148,38,102,155,194,42
"Sodium, Na",mg,344,89,237,361,451,98
"Zinc, Zn",mg,1.13,0.29,0.78,1.19,1.48,0.32
Vitamins
"Vitamin C, total ascorbic acid",mg,0.7,0.2,0.5,0.7,0.9,0.2
"Thiamin",mg,0.384,0.100,0.265,0.403,0.503,0.109
"Riboflavin",mg,0.277,0.072,0.191,0.291,0.363,0.079
"Niacin",mg,3.080,0.801,2.125,3.234,4.035,0.873
"Vitamin B-6",mg,0.062,0.016,0.043,0.065,0.081,0.018
"Folate, DFE",µg,174,45,120,183,228,49
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,21,5,14,22,28,6
"Vitamin A, IU",IU,73,19,50,77,96,21
"Vitamin E (alpha-tocopherol)",mg,0.31,0.08,0.21,0.33,0.41,0.09
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.7,0.2,0.5,0.7,0.9,0.2
Lipids
"Fatty acids, total saturated",g,0.274,0.071,0.189,0.288,0.359,0.078
"Fatty acids, total monounsaturated",g,0.175,0.045,0.121,0.184,0.229,0.050
"Fatty acids, total polyunsaturated",g,0.671,0.174,0.463,0.705,0.879,0.190
"Cholesterol",mg,0,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0
