Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:40 EST
"Nutrient data for: 28124, KEEBLER, SANDIES, Cashew Shortbread Cookies"
Nutrient,Unit,1Value per 100 g,"2.0 cookies = 30.0g",
Proximates
"Water",g,3.00,0.90
"Energy",kcal,535,160
"Protein",g,6.30,1.89
"Total lipid (fat)",g,30.60,9.18
"Carbohydrate, by difference",g,59.30,17.79
"Fiber, total dietary",g,1.5,0.5
"Sugars, total",g,23.20,6.96
Minerals
"Iron, Fe",mg,2.70,0.81
"Magnesium, Mg",mg,33,10
"Phosphorus, P",mg,93,28
"Potassium, K",mg,103,31
"Sodium, Na",mg,370,111
"Zinc, Zn",mg,0.80,0.24
Vitamins
"Thiamin",mg,0.370,0.111
"Riboflavin",mg,0.250,0.075
"Niacin",mg,2.800,0.840
"Vitamin B-6",mg,0.040,0.012
Lipids
"Fatty acids, total saturated",g,9.500,2.850
"Fatty acids, total monounsaturated",g,8.300,2.490
"Fatty acids, total polyunsaturated",g,10.200,3.060
"Fatty acids, total trans",g,0.440,0.132
"Cholesterol",mg,11,3
Amino Acids
Other
