Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:37 EST
"Nutrient data for: 18243, Croutons, seasoned"
Nutrient,Unit,1Value per 100 g,"0.5 oz = 14.2g","1 cup = 40.0g","1 package, fast food = 10.0g","4.0 cubes = 1.0g",
Proximates
"Water",g,3.60,0.51,1.44,0.36,0.04
"Energy",kcal,465,66,186,46,5
"Protein",g,10.80,1.53,4.32,1.08,0.11
"Total lipid (fat)",g,18.30,2.60,7.32,1.83,0.18
"Carbohydrate, by difference",g,63.50,9.02,25.40,6.35,0.64
"Fiber, total dietary",g,5.0,0.7,2.0,0.5,0.1
"Sugars, total",g,4.41,0.63,1.76,0.44,0.04
Minerals
"Calcium, Ca",mg,96,14,38,10,1
"Iron, Fe",mg,2.82,0.40,1.13,0.28,0.03
"Magnesium, Mg",mg,42,6,17,4,0
"Phosphorus, P",mg,140,20,56,14,1
"Potassium, K",mg,181,26,72,18,2
"Sodium, Na",mg,1089,155,436,109,11
"Zinc, Zn",mg,0.94,0.13,0.38,0.09,0.01
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0,0.0
"Thiamin",mg,0.506,0.072,0.202,0.051,0.005
"Riboflavin",mg,0.421,0.060,0.168,0.042,0.004
"Niacin",mg,4.646,0.660,1.858,0.465,0.046
"Vitamin B-6",mg,0.083,0.012,0.033,0.008,0.001
"Folate, DFE",µg,151,21,60,15,2
"Vitamin B-12",µg,0.14,0.02,0.06,0.01,0.00
"Vitamin A, RAE",µg,7,1,3,1,0
"Vitamin A, IU",IU,32,5,13,3,0
"Vitamin E (alpha-tocopherol)",mg,0.40,0.06,0.16,0.04,0.00
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,7.6,1.1,3.0,0.8,0.1
Lipids
"Fatty acids, total saturated",g,5.247,0.745,2.099,0.525,0.052
"Fatty acids, total monounsaturated",g,9.498,1.349,3.799,0.950,0.095
"Fatty acids, total polyunsaturated",g,2.368,0.336,0.947,0.237,0.024
"Cholesterol",mg,7,1,3,1,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0
