Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:36 EST
"Nutrient data for: 18950, Crackers, wheat, reduced fat"
Nutrient,Unit,1Value per 100 g,"1 serving = 29.0g","1 cracker = 1.8g","16.0 crackers, Wheat Thins = 29.0g",
Proximates
"Water",g,2.73,0.79,0.05,0.79
"Energy",kcal,444,129,8,129
"Protein",g,9.34,2.71,0.17,2.71
"Total lipid (fat)",g,13.37,3.88,0.24,3.88
"Carbohydrate, by difference",g,71.52,20.74,1.29,20.74
"Fiber, total dietary",g,3.4,1.0,0.1,1.0
"Sugars, total",g,15.01,4.35,0.27,4.35
Minerals
"Calcium, Ca",mg,80,23,1,23
"Iron, Fe",mg,5.02,1.46,0.09,1.46
"Magnesium, Mg",mg,47,14,1,14
"Phosphorus, P",mg,258,75,5,75
"Potassium, K",mg,210,61,4,61
"Sodium, Na",mg,776,225,14,225
"Zinc, Zn",mg,1.74,0.50,0.03,0.50
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.625,0.181,0.011,0.181
"Riboflavin",mg,0.270,0.078,0.005,0.078
"Niacin",mg,5.123,1.486,0.092,1.486
"Vitamin B-6",mg,0.150,0.043,0.003,0.043
"Folate, DFE",µg,197,57,4,57
"Vitamin B-12",µg,0.14,0.04,0.00,0.04
"Vitamin A, RAE",µg,0,0,0,0
"Vitamin A, IU",IU,0,0,0,0
"Vitamin E (alpha-tocopherol)",mg,1.18,0.34,0.02,0.34
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0
"Vitamin K (phylloquinone)",µg,24.7,7.2,0.4,7.2
Lipids
"Fatty acids, total saturated",g,2.112,0.612,0.038,0.612
"Fatty acids, total monounsaturated",g,3.295,0.956,0.059,0.956
"Fatty acids, total polyunsaturated",g,7.055,2.046,0.127,2.046
"Fatty acids, total trans",g,0.201,0.058,0.004,0.058
"Cholesterol",mg,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0
