Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:33 EST
"Nutrient data for: 28399, Cookies, animal crackers (includes arrowroot, tea biscuits)"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.35g","1 Arrowroot biscuit (include Arrowroot cookie) = 4.9g","1 cracker = 2.5g","1 individual box (2 oz) = 57.0g",
Proximates
"Water",g,3.90,1.11,0.19,0.10,2.22
"Energy",kcal,446,126,22,11,254
"Protein",g,6.90,1.96,0.34,0.17,3.93
"Total lipid (fat)",g,13.80,3.91,0.68,0.34,7.87
"Carbohydrate, by difference",g,74.10,21.01,3.63,1.85,42.24
"Fiber, total dietary",g,1.1,0.3,0.1,0.0,0.6
"Sugars, total",g,23.30,6.61,1.14,0.58,13.28
Minerals
"Calcium, Ca",mg,43,12,2,1,25
"Iron, Fe",mg,2.75,0.78,0.13,0.07,1.57
"Magnesium, Mg",mg,18,5,1,0,10
"Phosphorus, P",mg,114,32,6,3,65
"Potassium, K",mg,100,28,5,2,57
"Sodium, Na",mg,407,115,20,10,232
"Zinc, Zn",mg,0.64,0.18,0.03,0.02,0.36
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0,0.0
"Thiamin",mg,0.350,0.099,0.017,0.009,0.199
"Riboflavin",mg,0.326,0.092,0.016,0.008,0.186
"Niacin",mg,3.470,0.984,0.170,0.087,1.978
"Vitamin B-6",mg,0.022,0.006,0.001,0.001,0.013
"Folate, DFE",µg,165,47,8,4,94
"Vitamin B-12",µg,0.05,0.01,0.00,0.00,0.03
"Vitamin A, RAE",µg,0,0,0,0,0
"Vitamin A, IU",IU,0,0,0,0,0
"Vitamin E (alpha-tocopherol)",mg,0.12,0.03,0.01,0.00,0.07
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,5.9,1.7,0.3,0.1,3.4
Lipids
"Fatty acids, total saturated",g,3.463,0.982,0.170,0.087,1.974
"Fatty acids, total monounsaturated",g,7.666,2.173,0.376,0.192,4.370
"Fatty acids, total polyunsaturated",g,1.873,0.531,0.092,0.047,1.068
"Cholesterol",mg,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0
