Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:37 EST
"Nutrient data for: 18248, Doughnuts, cake-type, plain (includes unsugared, old-fashioned)"
Nutrient,Unit,1Value per 100 g,"1 donut = 40.0g","1 oz = 28.35g","1 doughnut stick = 52.0g","1 doughnut, long type (twist) (4-1/2"" long) = 52.0g","1 doughnut medium (3-1/4"" dia) = 54.0g","1 doughnut, mini (1-1/2"" dia) or doughnut hole = 14.0g","1 doughnut, large (4"" dia) = 71.0g",
Proximates
"Water",g,20.82,8.33,5.90,10.83,10.83,11.24,2.91,14.78
"Energy",kcal,434,174,123,226,226,234,61,308
"Protein",g,5.31,2.12,1.51,2.76,2.76,2.87,0.74,3.77
"Total lipid (fat)",g,24.93,9.97,7.07,12.96,12.96,13.46,3.49,17.70
"Carbohydrate, by difference",g,47.06,18.82,13.34,24.47,24.47,25.41,6.59,33.41
"Fiber, total dietary",g,1.7,0.7,0.5,0.9,0.9,0.9,0.2,1.2
"Sugars, total",g,18.15,7.26,5.15,9.44,9.44,9.80,2.54,12.89
Minerals
"Calcium, Ca",mg,40,16,11,21,21,22,6,28
"Iron, Fe",mg,2.53,1.01,0.72,1.32,1.32,1.37,0.35,1.80
"Magnesium, Mg",mg,17,7,5,9,9,9,2,12
"Phosphorus, P",mg,260,104,74,135,135,140,36,185
"Potassium, K",mg,134,54,38,70,70,72,19,95
"Sodium, Na",mg,477,191,135,248,248,258,67,339
"Zinc, Zn",mg,0.50,0.20,0.14,0.26,0.26,0.27,0.07,0.35
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Thiamin",mg,0.390,0.156,0.111,0.203,0.203,0.211,0.055,0.277
"Riboflavin",mg,0.301,0.120,0.085,0.157,0.157,0.163,0.042,0.214
"Niacin",mg,2.910,1.164,0.825,1.513,1.513,1.571,0.407,2.066
"Vitamin B-6",mg,0.050,0.020,0.014,0.026,0.026,0.027,0.007,0.036
"Folate, DFE",µg,145,58,41,75,75,78,20,103
"Vitamin B-12",µg,0.06,0.02,0.02,0.03,0.03,0.03,0.01,0.04
"Vitamin A, RAE",µg,4,2,1,2,2,2,1,3
"Vitamin A, IU",IU,14,6,4,7,7,8,2,10
"Vitamin E (alpha-tocopherol)",mg,1.99,0.80,0.56,1.03,1.03,1.07,0.28,1.41
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,9.8,3.9,2.8,5.1,5.1,5.3,1.4,7.0
Lipids
"Fatty acids, total saturated",g,11.105,4.442,3.148,5.775,5.775,5.997,1.555,7.885
"Fatty acids, total monounsaturated",g,8.544,3.418,2.422,4.443,4.443,4.614,1.196,6.066
"Fatty acids, total polyunsaturated",g,3.915,1.566,1.110,2.036,2.036,2.114,0.548,2.780
"Cholesterol",mg,10,4,3,5,5,5,1,7
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0,0,0
