Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:05 EST
"Nutrient data for: 43278, Cheese, american cheddar, imitation"
Nutrient,Unit,1Value per 100 g,"1 slice = 21.0g","1 cubic inch = 18.0g","1 cup = 224.0g",
Proximates
"Water",g,53.10,11.15,9.56,118.94
"Energy",kcal,239,50,43,535
"Protein",g,16.70,3.51,3.01,37.41
"Total lipid (fat)",g,14.00,2.94,2.52,31.36
"Carbohydrate, by difference",g,11.60,2.44,2.09,25.98
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
"Sugars, total",g,7.74,1.63,1.39,17.34
Minerals
"Calcium, Ca",mg,562,118,101,1259
"Iron, Fe",mg,0.33,0.07,0.06,0.74
"Magnesium, Mg",mg,29,6,5,65
"Phosphorus, P",mg,712,150,128,1595
"Potassium, K",mg,242,51,44,542
"Sodium, Na",mg,1345,282,242,3013
"Zinc, Zn",mg,2.59,0.54,0.47,5.80
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.050,0.011,0.009,0.112
"Riboflavin",mg,0.430,0.090,0.077,0.963
"Niacin",mg,0.130,0.027,0.023,0.291
"Vitamin B-6",mg,0.120,0.025,0.022,0.269
"Folate, DFE",µg,7,1,1,16
"Vitamin B-12",µg,0.40,0.08,0.07,0.90
"Vitamin A, RAE",µg,114,24,21,255
"Vitamin A, IU",IU,430,90,77,963
"Vitamin E (alpha-tocopherol)",mg,0.27,0.06,0.05,0.60
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0
"Vitamin K (phylloquinone)",µg,2.7,0.6,0.5,6.0
Lipids
"Fatty acids, total saturated",g,8.790,1.846,1.582,19.690
"Fatty acids, total monounsaturated",g,4.102,0.861,0.738,9.188
"Fatty acids, total polyunsaturated",g,0.409,0.086,0.074,0.916
"Cholesterol",mg,36,8,6,81
Amino Acids
Other
"Caffeine",mg,0,0,0,0
