Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:11 EST
"Nutrient data for: 01295, Yogurt, vanilla, non-fat"
Nutrient,Unit,1Value per 100 g,"1 cup (8 fl oz) = 245.0g","1 container (8 oz) = 227.0g","0.5 container (4 oz) = 113.0g",
Proximates
"Water",g,79.00,193.55,179.33,89.27
"Energy",kcal,78,191,177,88
"Protein",g,2.94,7.20,6.67,3.32
"Total lipid (fat)",g,0.00,0.00,0.00,0.00
"Carbohydrate, by difference",g,17.04,41.75,38.68,19.26
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
"Sugars, total",g,5.88,14.41,13.35,6.64
Minerals
"Calcium, Ca",mg,118,289,268,133
"Iron, Fe",mg,0.00,0.00,0.00,0.00
"Magnesium, Mg",mg,16,39,36,18
"Phosphorus, P",mg,88,216,200,99
"Potassium, K",mg,141,345,320,159
"Sodium, Na",mg,47,115,107,53
"Zinc, Zn",mg,0.83,2.03,1.88,0.94
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.042,0.103,0.095,0.047
"Riboflavin",mg,0.200,0.490,0.454,0.226
"Niacin",mg,0.107,0.262,0.243,0.121
"Vitamin B-6",mg,0.045,0.110,0.102,0.051
"Folate, DFE",µg,11,27,25,12
"Vitamin B-12",µg,0.53,1.30,1.20,0.60
"Vitamin A, RAE",µg,61,149,138,69
"Vitamin A, IU",IU,204,500,463,231
"Vitamin E (alpha-tocopherol)",mg,0.01,0.02,0.02,0.01
"Vitamin D (D2 + D3)",µg,0.9,2.2,2.0,1.0
"Vitamin D",IU,35,86,79,40
"Vitamin K (phylloquinone)",µg,0.0,0.0,0.0,0.0
Lipids
"Fatty acids, total saturated",g,0.000,0.000,0.000,0.000
"Fatty acids, total monounsaturated",g,0.000,0.000,0.000,0.000
"Fatty acids, total polyunsaturated",g,0.000,0.000,0.000,0.000
"Cholesterol",mg,3,7,7,3
Amino Acids
Other
"Caffeine",mg,0,0,0,0
