Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 14:22 EST
"Nutrient data for: 32034, HUNGRY MAN, Salisbury Steak With Gravy, frozen, unprepared"
Nutrient,Unit,1Value per 100 g,"1 patty = 64.0g",
Proximates
"Water",g,75.17,48.11
"Energy",kcal,136,87
"Protein",g,7.96,5.09
"Total lipid (fat)",g,8.53,5.46
"Carbohydrate, by difference",g,6.96,4.45
"Fiber, total dietary",g,1.3,0.8
"Sugars, total",g,0.18,0.12
Minerals
"Calcium, Ca",mg,29,19
"Iron, Fe",mg,1.02,0.65
"Magnesium, Mg",mg,19,12
"Phosphorus, P",mg,106,68
"Potassium, K",mg,195,125
"Sodium, Na",mg,379,243
"Zinc, Zn",mg,1.12,0.72
Vitamins
"Thiamin",mg,0.076,0.049
"Riboflavin",mg,0.130,0.083
"Niacin",mg,1.445,0.925
"Vitamin B-6",mg,0.113,0.072
"Vitamin B-12",µg,0.77,0.49
"Vitamin E (alpha-tocopherol)",mg,0.10,0.06
Lipids
"Fatty acids, total saturated",g,3.426,2.193
"Fatty acids, total monounsaturated",g,3.933,2.517
"Fatty acids, total polyunsaturated",g,0.533,0.341
"Fatty acids, total trans",g,0.347,0.222
"Cholesterol",mg,26,17
Amino Acids
Other
