Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 15:38 EST
"Nutrient data for: 05114, Chicken, roasting, meat only, cooked, roasted"
Nutrient,Unit,1Value per 100 g,"1 cup, chopped or diced = 140.0g","1 unit (yield from 1 lb ready-to-cook chicken) = 171.0g",
Proximates
"Water",g,67.41,94.37,115.27
"Energy",kcal,167,234,286
"Protein",g,25.01,35.01,42.77
"Total lipid (fat)",g,6.63,9.28,11.34
"Carbohydrate, by difference",g,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0
Minerals
"Calcium, Ca",mg,12,17,21
"Iron, Fe",mg,1.21,1.69,2.07
"Magnesium, Mg",mg,21,29,36
"Phosphorus, P",mg,192,269,328
"Potassium, K",mg,229,321,392
"Sodium, Na",mg,75,105,128
"Zinc, Zn",mg,1.52,2.13,2.60
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0
"Thiamin",mg,0.062,0.087,0.106
"Riboflavin",mg,0.147,0.206,0.251
"Niacin",mg,7.881,11.033,13.477
"Vitamin B-6",mg,0.410,0.574,0.701
"Folate, DFE",µg,5,7,9
"Vitamin B-12",µg,0.29,0.41,0.50
"Vitamin A, RAE",µg,12,17,21
"Vitamin A, IU",IU,41,57,70
Lipids
"Fatty acids, total saturated",g,1.810,2.534,3.095
"Fatty acids, total monounsaturated",g,2.500,3.500,4.275
"Fatty acids, total polyunsaturated",g,1.510,2.114,2.582
"Cholesterol",mg,75,105,128
Amino Acids
Other
