Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:40 EST
"Nutrient data for: 05172, Turkey, whole, giblets, cooked, simmered"
Nutrient,Unit,1Value per 100 g,"1 giblets = 95.0g",
Proximates
"Water",g,66.65,63.32
"Energy",kcal,173,164
"Protein",g,26.44,25.12
"Total lipid (fat)",g,6.61,6.28
"Carbohydrate, by difference",g,0.00,0.00
"Fiber, total dietary",g,0.0,0.0
"Sugars, total",g,0.00,0.00
Minerals
"Calcium, Ca",mg,18,17
"Iron, Fe",mg,3.39,3.22
"Magnesium, Mg",mg,25,24
"Phosphorus, P",mg,249,237
"Potassium, K",mg,177,168
"Sodium, Na",mg,117,111
"Zinc, Zn",mg,4.29,4.08
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Thiamin",mg,0.171,0.162
"Riboflavin",mg,1.543,1.466
"Niacin",mg,8.647,8.215
"Vitamin B-6",mg,0.546,0.519
"Folate, DFE",µg,303,288
"Vitamin B-12",µg,15.89,15.10
"Vitamin A, RAE",µg,4619,4388
"Vitamin A, IU",IU,15397,14627
"Vitamin E (alpha-tocopherol)",mg,0.13,0.12
"Vitamin D (D2 + D3)",µg,0.0,0.0
"Vitamin D",IU,0,0
"Vitamin K (phylloquinone)",µg,0.0,0.0
Lipids
"Fatty acids, total saturated",g,1.725,1.639
"Fatty acids, total monounsaturated",g,1.041,0.989
"Fatty acids, total polyunsaturated",g,1.537,1.460
"Fatty acids, total trans",g,0.045,0.043
"Cholesterol",mg,521,495
Amino Acids
Other
"Caffeine",mg,0,0
