Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:40 EST
"Nutrient data for: 05707, Turkey, whole, meat and skin, with added solution, roasted"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","1 bird = 4147.0g","1 lb = 453.0g",
Proximates
"Water",g,65.05,55.29,2697.62,294.68
"Energy",kcal,176,150,7299,797
"Protein",g,26.09,22.18,1081.95,118.19
"Total lipid (fat)",g,8.01,6.81,332.17,36.29
"Carbohydrate, by difference",g,0.00,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,15,13,622,68
"Iron, Fe",mg,0.81,0.69,33.59,3.67
"Magnesium, Mg",mg,27,23,1120,122
"Phosphorus, P",mg,236,201,9787,1069
"Potassium, K",mg,242,206,10036,1096
"Sodium, Na",mg,224,190,9289,1015
"Zinc, Zn",mg,2.20,1.87,91.23,9.97
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.043,0.037,1.783,0.195
"Riboflavin",mg,0.257,0.218,10.658,1.164
"Niacin",mg,9.436,8.021,391.311,42.745
"Vitamin B-6",mg,0.554,0.471,22.974,2.510
"Folate, DFE",µg,8,7,332,36
"Vitamin B-12",µg,1.67,1.42,69.25,7.57
"Vitamin A, RAE",µg,13,11,539,59
"Vitamin A, IU",IU,43,37,1783,195
"Vitamin E (alpha-tocopherol)",mg,0.07,0.06,2.90,0.32
"Vitamin D (D2 + D3)",µg,0.4,0.3,16.6,1.8
"Vitamin D",IU,15,13,622,68
"Vitamin K (phylloquinone)",µg,0.0,0.0,0.0,0.0
Lipids
"Fatty acids, total saturated",g,2.301,1.956,95.422,10.424
"Fatty acids, total monounsaturated",g,2.851,2.423,118.231,12.915
"Fatty acids, total polyunsaturated",g,2.280,1.938,94.552,10.328
"Fatty acids, total trans",g,0.108,0.092,4.479,0.489
"Cholesterol",mg,91,77,3774,412
Amino Acids
Other
"Caffeine",mg,0,0,0,0
