Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 14:20 EST
"Nutrient data for: 07951, Scrapple, pork"
Nutrient,Unit,1Value per 100 g,"1 cubic inch = 17.0g","1 oz cooked = 25.0g","2.0 oz = 56.0g",
Proximates
"Water",g,62.47,10.62,15.62,34.98
"Energy",kcal,213,36,53,119
"Protein",g,8.06,1.37,2.02,4.51
"Total lipid (fat)",g,13.87,2.36,3.47,7.77
"Carbohydrate, by difference",g,14.06,2.39,3.52,7.87
"Fiber, total dietary",g,0.3,0.1,0.1,0.2
"Sugars, total",g,0.20,0.03,0.05,0.11
Minerals
"Calcium, Ca",mg,7,1,2,4
"Iron, Fe",mg,1.89,0.32,0.47,1.06
"Magnesium, Mg",mg,13,2,3,7
"Phosphorus, P",mg,76,13,19,43
"Potassium, K",mg,158,27,40,88
"Sodium, Na",mg,482,82,120,270
"Zinc, Zn",mg,1.06,0.18,0.27,0.59
Vitamins
"Vitamin C, total ascorbic acid",mg,2.5,0.4,0.6,1.4
"Thiamin",mg,0.116,0.020,0.029,0.065
"Riboflavin",mg,0.287,0.049,0.072,0.161
"Niacin",mg,2.273,0.386,0.568,1.273
"Vitamin B-6",mg,0.120,0.020,0.030,0.067
"Folate, DFE",µg,5,1,1,3
"Vitamin B-12",µg,0.31,0.05,0.08,0.17
"Vitamin A, RAE",µg,626,106,156,351
"Vitamin A, IU",IU,2086,355,522,1168
"Vitamin E (alpha-tocopherol)",mg,0.15,0.03,0.04,0.08
"Vitamin D (D2 + D3)",µg,0.3,0.1,0.1,0.2
"Vitamin D",IU,13,2,3,7
"Vitamin K (phylloquinone)",µg,3.4,0.6,0.8,1.9
Lipids
"Fatty acids, total saturated",g,4.732,0.804,1.183,2.650
"Fatty acids, total monounsaturated",g,6.156,1.047,1.539,3.447
"Fatty acids, total polyunsaturated",g,1.664,0.283,0.416,0.932
"Cholesterol",mg,49,8,12,27
Amino Acids
Other
"Caffeine",mg,0,0,0,0
