Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 14:58 EST
"Nutrient data for: 15041, Fish, herring, Atlantic, pickled"
Nutrient,Unit,1Value per 100 g,"1 cup = 140.0g","1 oz, boneless = 28.35g","1 cubic inch = 20.0g","1 piece (1-3/4"" x 7/8"" x 1/2"") = 15.0g",
Proximates
"Water",g,55.22,77.31,15.65,11.04,8.28
"Energy",kcal,262,367,74,52,39
"Protein",g,14.19,19.87,4.02,2.84,2.13
"Total lipid (fat)",g,18.00,25.20,5.10,3.60,2.70
"Carbohydrate, by difference",g,9.64,13.50,2.73,1.93,1.45
"Fiber, total dietary",g,0.0,0.0,0.0,0.0,0.0
"Sugars, total",g,7.71,10.79,2.19,1.54,1.16
Minerals
"Calcium, Ca",mg,77,108,22,15,12
"Iron, Fe",mg,1.22,1.71,0.35,0.24,0.18
"Magnesium, Mg",mg,8,11,2,2,1
"Phosphorus, P",mg,89,125,25,18,13
"Potassium, K",mg,69,97,20,14,10
"Sodium, Na",mg,870,1218,247,174,130
"Zinc, Zn",mg,0.53,0.74,0.15,0.11,0.08
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0,0.0
"Thiamin",mg,0.036,0.050,0.010,0.007,0.005
"Riboflavin",mg,0.139,0.195,0.039,0.028,0.021
"Niacin",mg,3.300,4.620,0.936,0.660,0.495
"Vitamin B-6",mg,0.170,0.238,0.048,0.034,0.026
"Folate, DFE",µg,2,3,1,0,0
"Vitamin B-12",µg,4.27,5.98,1.21,0.85,0.64
"Vitamin A, RAE",µg,258,361,73,52,39
"Vitamin A, IU",IU,860,1204,244,172,129
"Vitamin E (alpha-tocopherol)",mg,1.71,2.39,0.48,0.34,0.26
"Vitamin D (D2 + D3)",µg,2.8,3.9,0.8,0.6,0.4
"Vitamin D",IU,113,158,32,23,17
"Vitamin K (phylloquinone)",µg,0.2,0.3,0.1,0.0,0.0
Lipids
"Fatty acids, total saturated",g,2.381,3.333,0.675,0.476,0.357
"Fatty acids, total monounsaturated",g,11.947,16.726,3.387,2.389,1.792
"Fatty acids, total polyunsaturated",g,1.679,2.351,0.476,0.336,0.252
"Cholesterol",mg,13,18,4,3,2
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0
