Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 14:55 EST
"Nutrient data for: 15143, Crustaceans, crab, dungeness, raw"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","1 crab = 163.0g",
Proximates
"Water",g,79.18,67.30,129.06
"Energy",kcal,86,73,140
"Protein",g,17.41,14.80,28.38
"Total lipid (fat)",g,0.97,0.82,1.58
"Carbohydrate, by difference",g,0.74,0.63,1.21
"Fiber, total dietary",g,0.0,0.0,0.0
Minerals
"Calcium, Ca",mg,46,39,75
"Iron, Fe",mg,0.37,0.31,0.60
"Magnesium, Mg",mg,45,38,73
"Phosphorus, P",mg,182,155,297
"Potassium, K",mg,354,301,577
"Sodium, Na",mg,295,251,481
"Zinc, Zn",mg,4.27,3.63,6.96
Vitamins
"Vitamin C, total ascorbic acid",mg,3.5,3.0,5.7
"Thiamin",mg,0.047,0.040,0.077
"Riboflavin",mg,0.167,0.142,0.272
"Niacin",mg,3.140,2.669,5.118
"Vitamin B-6",mg,0.150,0.128,0.244
"Folate, DFE",µg,44,37,72
"Vitamin B-12",µg,9.00,7.65,14.67
"Vitamin A, RAE",µg,27,23,44
"Vitamin A, IU",IU,90,76,147
Lipids
"Fatty acids, total saturated",g,0.132,0.112,0.215
"Fatty acids, total monounsaturated",g,0.167,0.142,0.272
"Fatty acids, total polyunsaturated",g,0.317,0.269,0.517
"Cholesterol",mg,59,50,96
Amino Acids
Other
