Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 14:17 EST
"Nutrient data for: 07057, Pepperoni, beef and pork, sliced"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","1 piece = 2.0g","1 oz = 28.0g",
Proximates
"Water",g,28.55,24.27,0.57,7.99
"Energy",kcal,504,428,10,141
"Protein",g,19.25,16.36,0.39,5.39
"Total lipid (fat)",g,46.28,39.34,0.93,12.96
"Carbohydrate, by difference",g,1.18,1.00,0.02,0.33
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,19,16,0,5
"Iron, Fe",mg,1.33,1.13,0.03,0.37
"Magnesium, Mg",mg,18,15,0,5
"Phosphorus, P",mg,158,134,3,44
"Potassium, K",mg,274,233,5,77
"Sodium, Na",mg,1582,1345,32,443
"Zinc, Zn",mg,2.44,2.07,0.05,0.68
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.271,0.230,0.005,0.076
"Riboflavin",mg,0.257,0.218,0.005,0.072
"Niacin",mg,4.987,4.239,0.100,1.396
"Vitamin B-6",mg,0.362,0.308,0.007,0.101
"Folate, DFE",µg,5,4,0,1
"Vitamin B-12",µg,1.30,1.10,0.03,0.36
"Vitamin A, RAE",µg,0,0,0,0
"Vitamin A, IU",IU,0,0,0,0
"Vitamin E (alpha-tocopherol)",mg,1.03,0.88,0.02,0.29
"Vitamin D (D2 + D3)",µg,1.3,1.1,0.0,0.4
"Vitamin D",IU,52,44,1,15
"Vitamin K (phylloquinone)",µg,5.8,4.9,0.1,1.6
Lipids
"Fatty acids, total saturated",g,17.708,15.052,0.354,4.958
"Fatty acids, total monounsaturated",g,20.770,17.654,0.415,5.816
"Fatty acids, total polyunsaturated",g,4.458,3.789,0.089,1.248
"Fatty acids, total trans",g,1.527,1.298,0.031,0.428
"Cholesterol",mg,97,82,2,27
Amino Acids
Other
"Caffeine",mg,0,0,0,0
