Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 14:15 EST
"Nutrient data for: 07029, Ham, sliced, regular (approximately 11% fat)"
Nutrient,Unit,1Value per 100 g,"56.0 grams 1 serving = 56.0g","1 slice = 28.0g",
Proximates
"Water",g,67.27,37.67,18.84
"Energy",kcal,163,91,46
"Protein",g,16.60,9.30,4.65
"Total lipid (fat)",g,8.60,4.82,2.41
"Carbohydrate, by difference",g,3.83,2.14,1.07
"Fiber, total dietary",g,1.3,0.7,0.4
"Sugars, total",g,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,24,13,7
"Iron, Fe",mg,1.02,0.57,0.29
"Magnesium, Mg",mg,22,12,6
"Phosphorus, P",mg,153,86,43
"Potassium, K",mg,287,161,80
"Sodium, Na",mg,1143,640,320
"Zinc, Zn",mg,1.35,0.76,0.38
Vitamins
"Vitamin C, total ascorbic acid",mg,4.0,2.2,1.1
"Thiamin",mg,0.626,0.351,0.175
"Riboflavin",mg,0.178,0.100,0.050
"Niacin",mg,2.904,1.626,0.813
"Vitamin B-6",mg,0.329,0.184,0.092
"Folate, DFE",µg,7,4,2
"Vitamin B-12",µg,0.42,0.24,0.12
"Vitamin A, RAE",µg,0,0,0
"Vitamin A, IU",IU,0,0,0
"Vitamin E (alpha-tocopherol)",mg,0.08,0.04,0.02
"Vitamin D (D2 + D3)",µg,0.7,0.4,0.2
"Vitamin D",IU,29,16,8
"Vitamin K (phylloquinone)",µg,0.0,0.0,0.0
Lipids
"Fatty acids, total saturated",g,2.936,1.644,0.822
"Fatty acids, total monounsaturated",g,4.354,2.438,1.219
"Fatty acids, total polyunsaturated",g,0.789,0.442,0.221
"Cholesterol",mg,57,32,16
Amino Acids
Other
"Caffeine",mg,0,0,0
