Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 21:59 EST
"Nutrient data for: 08444, Cereals, QUAKER, Instant Grits, Redeye Gravy & Country Ham flavor, dry"
Nutrient,Unit,1Value per 100 g,"1 packet (1 NLEA serving) = 28.0g",
Proximates
"Water",g,7.06,1.98
"Energy",kcal,342,96
"Protein",g,9.83,2.75
"Total lipid (fat)",g,1.58,0.44
"Carbohydrate, by difference",g,75.86,21.24
"Fiber, total dietary",g,4.6,1.3
"Sugars, total",g,0.71,0.20
Minerals
"Calcium, Ca",mg,441,123
"Iron, Fe",mg,42.03,11.77
"Magnesium, Mg",mg,32,9
"Phosphorus, P",mg,79,22
"Potassium, K",mg,172,48
"Sodium, Na",mg,1805,505
"Zinc, Zn",mg,0.48,0.13
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Thiamin",mg,0.850,0.238
"Riboflavin",mg,0.740,0.207
"Niacin",mg,8.970,2.512
"Vitamin B-6",mg,0.150,0.042
"Vitamin B-12",µg,0.00,0.00
"Vitamin A, RAE",µg,0,0
"Vitamin A, IU",IU,1,0
"Vitamin E (alpha-tocopherol)",mg,0.11,0.03
Lipids
"Fatty acids, total saturated",g,0.230,0.064
"Fatty acids, total monounsaturated",g,0.410,0.115
"Fatty acids, total polyunsaturated",g,0.730,0.204
"Fatty acids, total trans",g,0.050,0.014
"Cholesterol",mg,0,0
Amino Acids
Other
