Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 21:59 EST
"Nutrient data for: 08123, Cereals, oats, instant, fortified, plain, prepared with water (boiling water added or microwaved)"
Nutrient,Unit,1Value per 100 g,"1 cup, cooked = 234.0g","1 cup, dry, yields = 501.0g","1 oz, dry, yields = 177.0g","1 packet, dry, yields = 177.0g",
Proximates
"Water",g,84.03,196.63,420.99,148.73,148.73
"Energy",kcal,68,159,341,120,120
"Protein",g,2.37,5.55,11.87,4.19,4.19
"Total lipid (fat)",g,1.36,3.18,6.81,2.41,2.41
"Carbohydrate, by difference",g,11.67,27.31,58.47,20.66,20.66
"Fiber, total dietary",g,1.7,4.0,8.5,3.0,3.0
"Sugars, total",g,0.46,1.08,2.30,0.81,0.81
Minerals
"Calcium, Ca",mg,80,187,401,142,142
"Iron, Fe",mg,5.96,13.95,29.86,10.55,10.55
"Magnesium, Mg",mg,26,61,130,46,46
"Phosphorus, P",mg,77,180,386,136,136
"Potassium, K",mg,61,143,306,108,108
"Sodium, Na",mg,49,115,245,87,87
"Zinc, Zn",mg,0.62,1.45,3.11,1.10,1.10
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0,0.0
"Thiamin",mg,0.260,0.608,1.303,0.460,0.460
"Riboflavin",mg,0.215,0.503,1.077,0.381,0.381
"Niacin",mg,3.025,7.079,15.155,5.354,5.354
"Vitamin B-6",mg,0.290,0.679,1.453,0.513,0.513
"Folate, DFE",µg,71,166,356,126,126
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,130,304,651,230,230
"Vitamin A, IU",IU,433,1013,2169,766,766
"Vitamin E (alpha-tocopherol)",mg,0.07,0.16,0.35,0.12,0.12
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.4,0.9,2.0,0.7,0.7
Lipids
"Fatty acids, total saturated",g,0.226,0.529,1.132,0.400,0.400
"Fatty acids, total monounsaturated",g,0.391,0.915,1.959,0.692,0.692
"Fatty acids, total polyunsaturated",g,0.426,0.997,2.134,0.754,0.754
"Fatty acids, total trans",g,0.003,0.007,0.015,0.005,0.005
"Cholesterol",mg,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0
