Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 15:02 EST
"Nutrient data for: 15077, Fish, salmon, chinook, smoked"
Nutrient,Unit,1Value per 100 g,"1 oz, boneless = 28.35g","3.0 oz = 85.0g","1 cubic inch, boneless = 17.0g","1 cup, cooked = 136.0g",
Proximates
"Water",g,72.00,20.41,61.20,12.24,97.92
"Energy",kcal,117,33,99,20,159
"Protein",g,18.28,5.18,15.54,3.11,24.86
"Total lipid (fat)",g,4.32,1.22,3.67,0.73,5.88
"Carbohydrate, by difference",g,0.00,0.00,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,11,3,9,2,15
"Iron, Fe",mg,0.85,0.24,0.72,0.14,1.16
"Magnesium, Mg",mg,18,5,15,3,24
"Phosphorus, P",mg,164,46,139,28,223
"Potassium, K",mg,175,50,149,30,238
"Sodium, Na",mg,672,191,571,114,914
"Zinc, Zn",mg,0.31,0.09,0.26,0.05,0.42
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0,0.0
"Thiamin",mg,0.023,0.007,0.020,0.004,0.031
"Riboflavin",mg,0.101,0.029,0.086,0.017,0.137
"Niacin",mg,4.720,1.338,4.012,0.802,6.419
"Vitamin B-6",mg,0.278,0.079,0.236,0.047,0.378
"Folate, DFE",µg,2,1,2,0,3
"Vitamin B-12",µg,3.26,0.92,2.77,0.55,4.43
"Vitamin A, RAE",µg,26,7,22,4,35
"Vitamin A, IU",IU,87,25,74,15,118
"Vitamin E (alpha-tocopherol)",mg,1.35,0.38,1.15,0.23,1.84
"Vitamin D (D2 + D3)",µg,17.1,4.8,14.5,2.9,23.3
"Vitamin D",IU,685,194,582,116,932
"Vitamin K (phylloquinone)",µg,0.1,0.0,0.1,0.0,0.1
Lipids
"Fatty acids, total saturated",g,0.929,0.263,0.790,0.158,1.263
"Fatty acids, total monounsaturated",g,2.023,0.574,1.720,0.344,2.751
"Fatty acids, total polyunsaturated",g,0.995,0.282,0.846,0.169,1.353
"Cholesterol",mg,23,7,20,4,31
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0
