Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 14:57 EST
"Nutrient data for: 15024, Fish, drum, freshwater, raw"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","1 fillet = 198.0g",
Proximates
"Water",g,77.33,65.73,153.11
"Energy",kcal,119,101,236
"Protein",g,17.54,14.91,34.73
"Total lipid (fat)",g,4.93,4.19,9.76
"Carbohydrate, by difference",g,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0
Minerals
"Calcium, Ca",mg,60,51,119
"Iron, Fe",mg,0.90,0.77,1.78
"Magnesium, Mg",mg,30,26,59
"Phosphorus, P",mg,180,153,356
"Potassium, K",mg,275,234,544
"Sodium, Na",mg,75,64,148
"Zinc, Zn",mg,0.66,0.56,1.31
Vitamins
"Vitamin C, total ascorbic acid",mg,1.0,0.8,2.0
"Thiamin",mg,0.070,0.060,0.139
"Riboflavin",mg,0.170,0.145,0.337
"Niacin",mg,2.350,1.998,4.653
"Vitamin B-6",mg,0.300,0.255,0.594
"Folate, DFE",µg,15,13,30
"Vitamin B-12",µg,2.00,1.70,3.96
"Vitamin A, RAE",µg,51,43,101
"Vitamin A, IU",IU,170,144,337
Lipids
"Fatty acids, total saturated",g,1.119,0.951,2.216
"Fatty acids, total monounsaturated",g,2.190,1.862,4.336
"Fatty acids, total polyunsaturated",g,1.154,0.981,2.285
"Cholesterol",mg,64,54,127
Amino Acids
Other
