Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:42 EST
"Nutrient data for: 03287, Babyfood, dinner, beef noodle, junior"
Nutrient,Unit,1Value per 100 g,"1 tbsp = 16.0g","1 oz = 28.35g","1 jar = 170.0g","1 jar Beech-Nut Stage 3 (6 oz) = 170.0g","1 jar Gerber Third Foods (6 oz) = 170.0g","1 jar Heinz Junior-3 (6 oz) = 170.0g",
Proximates
"Water",g,87.80,14.05,24.89,149.26,149.26,149.26,149.26
"Energy",kcal,57,9,16,97,97,97,97
"Protein",g,2.50,0.40,0.71,4.25,4.25,4.25,4.25
"Total lipid (fat)",g,1.90,0.30,0.54,3.23,3.23,3.23,3.23
"Carbohydrate, by difference",g,7.30,1.17,2.07,12.41,12.41,12.41,12.41
"Fiber, total dietary",g,1.1,0.2,0.3,1.9,1.9,1.9,1.9
"Sugars, total",g,1.45,0.23,0.41,2.46,2.46,2.46,2.46
Minerals
"Calcium, Ca",mg,8,1,2,14,14,14,14
"Iron, Fe",mg,0.43,0.07,0.12,0.73,0.73,0.73,0.73
"Magnesium, Mg",mg,7,1,2,12,12,12,12
"Phosphorus, P",mg,30,5,9,51,51,51,51
"Potassium, K",mg,46,7,13,78,78,78,78
"Sodium, Na",mg,26,4,7,44,44,44,44
"Zinc, Zn",mg,0.40,0.06,0.11,0.68,0.68,0.68,0.68
Vitamins
"Vitamin C, total ascorbic acid",mg,1.4,0.2,0.4,2.4,2.4,2.4,2.4
"Thiamin",mg,0.028,0.004,0.008,0.048,0.048,0.048,0.048
"Riboflavin",mg,0.036,0.006,0.010,0.061,0.061,0.061,0.061
"Niacin",mg,0.582,0.093,0.165,0.989,0.989,0.989,0.989
"Vitamin B-6",mg,0.031,0.005,0.009,0.053,0.053,0.053,0.053
"Folate, DFE",µg,17,3,5,29,29,29,29
"Vitamin B-12",µg,0.10,0.02,0.03,0.17,0.17,0.17,0.17
"Vitamin A, RAE",µg,33,5,9,56,56,56,56
"Vitamin A, IU",IU,656,105,186,1115,1115,1115,1115
"Vitamin E (alpha-tocopherol)",mg,0.47,0.08,0.13,0.80,0.80,0.80,0.80
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,1,0,0,2,2,2,2
"Vitamin K (phylloquinone)",µg,4.6,0.7,1.3,7.8,7.8,7.8,7.8
Lipids
"Fatty acids, total saturated",g,0.766,0.123,0.217,1.302,1.302,1.302,1.302
"Fatty acids, total monounsaturated",g,0.838,0.134,0.238,1.425,1.425,1.425,1.425
"Fatty acids, total polyunsaturated",g,0.094,0.015,0.027,0.160,0.160,0.160,0.160
"Cholesterol",mg,8,1,2,14,14,14,14
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0,0
