Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:45 EST
"Nutrient data for: 03158, Babyfood, fruit, pears and pineapple, strained"
Nutrient,Unit,1Value per 100 g,"1 tbsp = 16.0g","1 oz = 28.35g","1 jar = 113.0g","1 jar Gerber Second Food (4 oz) = 113.0g","1 jar Beech-Nut Stage 2 (4 oz) = 113.0g","1 jar Heinz Strained-2 (4 oz) = 113.0g",
Proximates
"Water",g,88.50,14.16,25.09,100.00,100.00,100.00,100.00
"Energy",kcal,41,7,12,46,46,46,46
"Protein",g,0.30,0.05,0.09,0.34,0.34,0.34,0.34
"Total lipid (fat)",g,0.10,0.02,0.03,0.11,0.11,0.11,0.11
"Carbohydrate, by difference",g,10.90,1.74,3.09,12.32,12.32,12.32,12.32
"Fiber, total dietary",g,2.6,0.4,0.7,2.9,2.9,2.9,2.9
"Sugars, total",g,7.79,1.25,2.21,8.80,8.80,8.80,8.80
Minerals
"Calcium, Ca",mg,10,2,3,11,11,11,11
"Iron, Fe",mg,0.25,0.04,0.07,0.28,0.28,0.28,0.28
"Magnesium, Mg",mg,7,1,2,8,8,8,8
"Phosphorus, P",mg,9,1,3,10,10,10,10
"Potassium, K",mg,116,19,33,131,131,131,131
"Sodium, Na",mg,0,0,0,0,0,0,0
"Zinc, Zn",mg,0.07,0.01,0.02,0.08,0.08,0.08,0.08
Vitamins
"Vitamin C, total ascorbic acid",mg,27.5,4.4,7.8,31.1,31.1,31.1,31.1
"Thiamin",mg,0.021,0.003,0.006,0.024,0.024,0.024,0.024
"Riboflavin",mg,0.028,0.004,0.008,0.032,0.032,0.032,0.032
"Niacin",mg,0.207,0.033,0.059,0.234,0.234,0.234,0.234
"Vitamin B-6",mg,0.016,0.003,0.005,0.018,0.018,0.018,0.018
"Folate, DFE",µg,3,0,1,3,3,3,3
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,1,0,0,1,1,1,1
"Vitamin A, IU",IU,29,5,8,33,33,33,33
"Vitamin E (alpha-tocopherol)",mg,0.04,0.01,0.01,0.05,0.05,0.05,0.05
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,1.6,0.3,0.5,1.8,1.8,1.8,1.8
Lipids
"Fatty acids, total saturated",g,0.007,0.001,0.002,0.008,0.008,0.008,0.008
"Fatty acids, total monounsaturated",g,0.016,0.003,0.005,0.018,0.018,0.018,0.018
"Fatty acids, total polyunsaturated",g,0.029,0.005,0.008,0.033,0.033,0.033,0.033
"Cholesterol",mg,0,0,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0,0
