Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:46 EST
"Nutrient data for: 03012, Babyfood, meat, chicken, strained"
Nutrient,Unit,1Value per 100 g,"1 tbsp = 15.0g","1 oz = 28.35g","1 jar = 71.0g","1 jar Beech-Nut Stage 1 (2.5 oz) = 71.0g","1 jar Gerber Second Foods (2.5 oz) = 71.0g","1 jar Heinz Strained-2 (2.5 oz) = 71.0g",
Proximates
"Water",g,77.50,11.62,21.97,55.02,55.02,55.02,55.02
"Energy",kcal,130,20,37,92,92,92,92
"Protein",g,13.70,2.06,3.88,9.73,9.73,9.73,9.73
"Total lipid (fat)",g,7.90,1.19,2.24,5.61,5.61,5.61,5.61
"Carbohydrate, by difference",g,0.10,0.01,0.03,0.07,0.07,0.07,0.07
"Fiber, total dietary",g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,64,10,18,45,45,45,45
"Iron, Fe",mg,1.40,0.21,0.40,0.99,0.99,0.99,0.99
"Magnesium, Mg",mg,13,2,4,9,9,9,9
"Phosphorus, P",mg,97,15,27,69,69,69,69
"Potassium, K",mg,141,21,40,100,100,100,100
"Sodium, Na",mg,49,7,14,35,35,35,35
"Zinc, Zn",mg,1.21,0.18,0.34,0.86,0.86,0.86,0.86
Vitamins
"Vitamin C, total ascorbic acid",mg,1.7,0.3,0.5,1.2,1.2,1.2,1.2
"Thiamin",mg,0.014,0.002,0.004,0.010,0.010,0.010,0.010
"Riboflavin",mg,0.152,0.023,0.043,0.108,0.108,0.108,0.108
"Niacin",mg,3.255,0.488,0.923,2.311,2.311,2.311,2.311
"Vitamin B-6",mg,0.200,0.030,0.057,0.142,0.142,0.142,0.142
"Folate, DFE",µg,3,0,1,2,2,2,2
"Vitamin B-12",µg,0.40,0.06,0.11,0.28,0.28,0.28,0.28
"Vitamin A, RAE",µg,6,1,2,4,4,4,4
"Vitamin A, IU",IU,21,3,6,15,15,15,15
"Vitamin E (alpha-tocopherol)",mg,0.25,0.04,0.07,0.18,0.18,0.18,0.18
"Vitamin D (D2 + D3)",µg,0.3,0.0,0.1,0.2,0.2,0.2,0.2
"Vitamin D",IU,11,2,3,8,8,8,8
"Vitamin K (phylloquinone)",µg,1.0,0.1,0.3,0.7,0.7,0.7,0.7
Lipids
"Fatty acids, total saturated",g,2.030,0.304,0.576,1.441,1.441,1.441,1.441
"Fatty acids, total monounsaturated",g,3.560,0.534,1.009,2.528,2.528,2.528,2.528
"Fatty acids, total polyunsaturated",g,1.920,0.288,0.544,1.363,1.363,1.363,1.363
"Cholesterol",mg,61,9,17,43,43,43,43
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0,0
