Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:45 EST
"Nutrient data for: 03133, Babyfood, fruit, pears, junior"
Nutrient,Unit,1Value per 100 g,"1 tbsp = 16.0g","1 oz = 28.35g","1 jar = 170.0g","1 jar Beech-Nut Stage 3 (6 oz) = 170.0g","1 jar Gerber Third Foods (6 oz) = 170.0g","1 jar Heinz Junior-3 (6 oz) = 170.0g",
Proximates
"Water",g,87.80,14.05,24.89,149.26,149.26,149.26,149.26
"Energy",kcal,44,7,12,75,75,75,75
"Protein",g,0.30,0.05,0.09,0.51,0.51,0.51,0.51
"Total lipid (fat)",g,0.10,0.02,0.03,0.17,0.17,0.17,0.17
"Carbohydrate, by difference",g,11.60,1.86,3.29,19.72,19.72,19.72,19.72
"Fiber, total dietary",g,2.8,0.4,0.8,4.8,4.8,4.8,4.8
"Sugars, total",g,7.34,1.17,2.08,12.48,12.48,12.48,12.48
Minerals
"Calcium, Ca",mg,8,1,2,14,14,14,14
"Iron, Fe",mg,0.25,0.04,0.07,0.42,0.42,0.42,0.42
"Magnesium, Mg",mg,9,1,3,15,15,15,15
"Phosphorus, P",mg,12,2,3,20,20,20,20
"Potassium, K",mg,115,18,33,196,196,196,196
"Sodium, Na",mg,1,0,0,2,2,2,2
"Zinc, Zn",mg,0.08,0.01,0.02,0.14,0.14,0.14,0.14
Vitamins
"Vitamin C, total ascorbic acid",mg,22.0,3.5,6.2,37.4,37.4,37.4,37.4
"Thiamin",mg,0.014,0.002,0.004,0.024,0.024,0.024,0.024
"Riboflavin",mg,0.030,0.005,0.009,0.051,0.051,0.051,0.051
"Niacin",mg,0.188,0.030,0.053,0.320,0.320,0.320,0.320
"Vitamin B-6",mg,0.010,0.002,0.003,0.017,0.017,0.017,0.017
"Folate, DFE",µg,4,1,1,7,7,7,7
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,1,0,0,2,2,2,2
"Vitamin A, IU",IU,18,3,5,31,31,31,31
"Vitamin E (alpha-tocopherol)",mg,0.60,0.10,0.17,1.02,1.02,1.02,1.02
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,3.4,0.5,1.0,5.8,5.8,5.8,5.8
Lipids
"Fatty acids, total saturated",g,0.006,0.001,0.002,0.010,0.010,0.010,0.010
"Fatty acids, total monounsaturated",g,0.021,0.003,0.006,0.036,0.036,0.036,0.036
"Fatty acids, total polyunsaturated",g,0.023,0.004,0.007,0.039,0.039,0.039,0.039
"Cholesterol",mg,0,0,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0,0
