Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 21:51 EST
"Nutrient data for: 23331, Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","1 roast = 658.0g",
Proximates
"Water",g,72.88,61.95,479.55
"Energy",kcal,127,108,836
"Protein",g,23.26,19.77,153.05
"Total lipid (fat)",g,3.74,3.18,24.61
"Carbohydrate, by difference",g,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,13,11,86
"Iron, Fe",mg,1.47,1.25,9.67
"Magnesium, Mg",mg,12,10,79
"Phosphorus, P",mg,220,187,1448
"Potassium, K",mg,323,275,2125
"Sodium, Na",mg,52,44,342
"Zinc, Zn",mg,3.41,2.90,22.44
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0
"Thiamin",mg,0.063,0.054,0.415
"Riboflavin",mg,0.183,0.156,1.204
"Niacin",mg,6.779,5.762,44.606
"Vitamin B-6",mg,0.645,0.548,4.244
"Folate, DFE",µg,4,3,26
"Vitamin B-12",µg,1.68,1.43,11.05
"Vitamin A, RAE",µg,3,3,20
"Vitamin A, IU",IU,11,9,72
"Vitamin E (alpha-tocopherol)",mg,0.25,0.21,1.65
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0
"Vitamin D",IU,1,1,7
"Vitamin K (phylloquinone)",µg,1.5,1.3,9.9
Lipids
"Fatty acids, total saturated",g,1.308,1.112,8.607
"Fatty acids, total monounsaturated",g,1.547,1.315,10.179
"Fatty acids, total polyunsaturated",g,0.263,0.224,1.731
"Fatty acids, total trans",g,0.169,0.144,1.112
"Cholesterol",mg,58,49,382
Amino Acids
Other
"Caffeine",mg,0,0,0
